ticker,base_date,base_price,doubled_date,doubled_price,multiple
TDPOWERSYS,2023-07-04,241.45,2025-05-15,487.1,2.02
BHEL,2023-07-04,85.7,2023-12-04,173.03,2.02
UMANGDAIRY,2023-07-04,60.65,2024-12-09,122.59,2.02
EXICOM,2024-03-05,224.95,2024-06-28,454.0,2.02
MANINDS,2023-07-04,148.3,2024-01-04,298.85,2.02
VOLTAS,2023-07-04,745.95,2024-06-18,1509.64,2.02
THERMAX,2023-07-04,2196.44,2024-04-04,4426.6,2.02
COALINDIA,2023-07-04,154.64,2024-01-29,311.88,2.02
KAPSTON,2023-07-04,142.45,2024-04-16,287.55,2.02
ACE,2023-07-04,481.69,2024-01-31,972.85,2.02
TECHNOE,2023-07-04,354.0,2023-11-20,711.19,2.01
CIGNITITEC,2023-07-04,808.55,2024-11-26,1623.85,2.01
HONDAPOWER,2023-07-04,2163.85,2024-10-08,4346.85,2.01
JUBLINGREA,2023-07-04,399.34,2024-10-03,801.36,2.01
PENINLAND,2023-07-04,24.8,2023-11-02,49.8,2.01
PRUDENT,2023-07-04,997.0,2024-07-02,2006.7,2.01
RAILTEL,2023-07-04,120.67,2023-11-10,242.15,2.01
GOKULAGRO,2023-07-04,107.05,2024-08-06,215.47,2.01
SJVN,2023-07-04,38.74,2023-11-28,77.8,2.01
PRIVISCL,2023-07-04,1099.7,2025-05-12,2206.3,2.01
SPCENET,2023-07-04,15.8,2023-12-13,31.75,2.01
TARIL,2025-02-03,200.33,2025-02-14,402.47,2.01
SIEMENS,2023-07-04,3670.85,2024-06-13,7366.15,2.01
JETFREIGHT,2023-07-04,11.4,2024-08-26,22.86,2.01
JINDALSAW,2023-07-04,65.7,2024-04-25,132.0,2.01
ABMINTLLTD,2023-10-23,41.1,2024-10-23,82.58,2.01
DCMFINSERV,2023-09-11,4.5,2024-08-22,9.03,2.01
KSHINTL,2025-12-23,355.0,2026-05-22,712.45,2.01
GALLANTT,2023-07-04,60.72,2023-12-20,122.23,2.01
JSWHL,2023-07-04,4585.75,2024-09-25,9238.45,2.01
MUFIN,2023-11-07,127.8,2024-02-06,256.7,2.01
HINDCOPPER,2023-07-04,115.58,2023-12-27,232.1,2.01
BASF,2023-07-04,2624.9,2024-06-24,5277.35,2.01
ERIS,2023-07-04,674.48,2024-08-30,1357.96,2.01
ARCHIDPLY,2023-10-09,70.8,2024-08-19,142.61,2.01
OFSS,2023-07-04,3099.52,2024-02-13,6227.31,2.01
MOTISONS,2024-01-09,157.55,2024-10-01,317.05,2.01
HEMIPROP,2023-07-04,109.75,2024-01-31,220.95,2.01
MANAKSTEEL,2023-07-04,46.1,2024-01-25,92.75,2.01
PNBHOUSING,2023-07-04,561.31,2024-09-13,1125.55,2.01
SMCGLOBAL,2023-07-04,75.0,2024-04-10,150.55,2.01
NAZARA,2023-07-04,709.6,2025-07-17,1424.1,2.01
STYLAMIND,2023-07-04,1554.15,2026-06-10,3117.0,2.01
SYMPHONY,2023-07-04,893.65,2024-10-09,1798.15,2.01
TARC,2023-07-04,67.15,2023-12-18,134.8,2.01
INTELLECT,2023-07-04,610.1,2025-06-17,1227.9,2.01
TERASOFT,2023-09-25,40.55,2024-06-18,81.52,2.01
EMAMILTD,2023-07-04,381.88,2024-08-01,767.36,2.01
3PLAND,2023-09-11,23.35,2024-08-08,46.84,2.01
AGARIND,2023-07-04,616.9,2024-07-03,1243.05,2.01
AGI,2023-07-04,563.55,2024-12-04,1133.4,2.01
AVANTIFEED,2023-07-04,391.4,2025-03-05,786.1,2.01
GANECOS,2023-07-04,1061.85,2024-10-10,2132.35,2.01
NAVA,2023-07-04,70.74,2024-06-10,142.46,2.01
NIRAJ,2023-07-04,30.7,2024-02-01,61.8,2.01
VPRPL,2023-09-05,145.7,2024-08-12,292.45,2.01
DPABHUSHAN,2023-07-04,270.6,2023-09-05,544.4,2.01
PAISALO,2023-07-04,49.5,2024-01-03,99.45,2.01
OMAXAUTO,2023-08-16,50.9,2024-02-02,102.2,2.01
SHK,2023-07-04,118.15,2024-08-26,237.77,2.01
CENTRUM,2023-07-04,21.3,2024-05-21,42.8,2.01
ZENSARTECH,2023-07-04,354.13,2024-06-21,710.29,2.01
INDOTHAI,2023-10-09,220.75,2024-09-02,442.95,2.01
KCP,2023-07-04,107.1,2024-02-12,214.8,2.01
SILVERETF,2023-07-04,69.95,2025-09-29,140.82,2.01
MAHASTEEL,2023-09-25,73.5,2024-08-21,147.51,2.01
GUFICBIO,2023-07-04,235.75,2024-11-07,473.55,2.01
CREATIVEYE,2023-07-04,3.7,2024-10-14,7.44,2.01
THEINVEST,2023-08-16,77.45,2024-01-19,155.55,2.01
WOCKPHARMA,2023-07-04,241.1,2024-01-02,484.25,2.01
YUKEN,2023-07-04,636.55,2024-04-25,1280.35,2.01
ELGIRUBCO,2023-07-04,39.45,2024-05-23,79.15,2.01
ADANIGREEN,2023-07-04,946.0,2024-02-15,1900.75,2.01
ATLANTAA,2024-03-18,20.9,2025-04-28,42.0,2.01
BLS,2023-07-04,199.47,2024-01-30,400.37,2.01
PRITIKAUTO,2023-07-04,17.3,2023-12-08,34.85,2.01
EMAMIREAL,2023-07-04,68.9,2023-12-04,138.75,2.01
LAXMICOT,2023-07-04,20.65,2024-09-06,41.48,2.01
COROMANDEL,2023-07-04,919.59,2024-12-31,1843.92,2.01
IRCON,2023-07-04,78.09,2023-11-17,157.22,2.01
ENERGYDEV,2023-07-04,18.1,2024-12-12,36.39,2.01
JYOTICNC,2024-01-16,434.2,2024-05-14,873.2,2.01
SYNCOMF,2023-07-04,7.55,2023-12-27,15.15,2.01
REGENCERAM,2024-03-13,25.35,2025-06-10,50.98,2.01
RADICO,2023-07-04,1325.85,2025-06-03,2663.07,2.01
ORISSAMINE,2023-07-04,3788.7,2023-11-28,7621.25,2.01
SOMATEX,2024-02-19,25.7,2024-10-11,51.59,2.01
NINSYS,2023-09-25,330.15,2024-09-16,662.8,2.01
JKPAPER,2023-07-04,315.15,2024-07-02,633.75,2.01
MTARTECH,2023-07-04,1896.8,2026-02-27,3806.8,2.01
PASUPTAC,2023-07-04,32.25,2024-09-10,64.97,2.01
GLENMARK,2023-07-04,640.87,2024-07-04,1285.48,2.01
NATCOPHARM,2023-07-04,663.56,2024-08-01,1333.53,2.01
VEDL,2023-07-04,183.67,2024-09-10,370.06,2.01
NAVKARCORP,2023-07-04,54.85,2024-01-05,110.15,2.01
EDELWEISS,2023-07-04,50.05,2024-08-21,100.69,2.01
PHOENIXLTD,2023-07-04,393.91,2024-04-24,792.62,2.01
ORIENTHOT,2023-07-04,88.6,2024-09-24,178.07,2.01
GOKUL,2023-07-04,30.4,2024-01-01,61.05,2.01
KICL,2023-07-04,1872.35,2024-01-31,3767.65,2.01
PRAJIND,2023-07-04,370.0,2024-07-01,742.75,2.01
BANKINDIA,2023-07-04,70.08,2026-01-05,140.56,2.01
MAGADSUGAR,2023-07-04,420.85,2024-08-22,845.35,2.01
JKTYRE,2023-07-04,229.62,2024-01-23,462.28,2.01
TRIL,2023-07-04,96.5,2023-11-15,194.25,2.01
BAJAJ-AUTO,2023-07-04,4209.6,2024-04-02,8442.22,2.01
SEQUENT,2023-07-04,89.3,2024-09-10,179.81,2.01
FORTIS,2023-07-04,310.6,2024-10-31,623.22,2.01
IREDA,2023-11-29,59.37,2023-12-14,119.03,2.01
HLVLTD,2023-07-04,12.85,2023-12-06,25.85,2.01
MOREPENLAB,2023-07-04,29.85,2024-08-01,59.85,2.01
UNIVCABLES,2023-07-04,382.65,2024-06-12,771.0,2.01
63MOONS,2023-07-04,244.55,2023-11-30,492.0,2.01
PNB,2023-07-04,49.7,2024-01-31,99.66,2.01
CUMMINSIND,2023-07-04,1758.2,2024-05-15,3536.15,2.01
CLSEL,2023-07-04,169.3,2024-10-08,341.0,2.01
ACUTAAS,2025-06-02,1122.21,2026-03-06,2250.7,2.01
GRMOVER,2023-07-04,166.55,2025-06-11,335.55,2.01
BAJAJHCARE,2023-07-04,314.25,2025-01-01,632.25,2.01
BIRLAMONEY,2023-07-04,60.35,2024-01-08,121.25,2.01
GMRINFRA,2023-07-04,43.55,2024-02-05,87.35,2.01
INOXINDIA,2023-12-21,939.95,2026-06-10,1891.6,2.01
SANGHIIND,2023-07-04,71.05,2024-01-12,142.9,2.01
ASTRAMICRO,2023-07-04,375.25,2024-05-16,753.8,2.01
BLACKBUCK,2024-11-22,260.05,2024-12-26,522.35,2.01
ANIKINDS,2023-07-04,31.15,2023-11-28,62.65,2.01
ORIENTCEM,2023-07-04,130.35,2024-01-01,262.5,2.01
UFO,2023-07-04,80.1,2024-01-29,160.95,2.01
AAATECH,2023-07-04,55.7,2024-04-16,111.75,2.01
YATHARTH,2023-08-07,333.85,2024-10-30,671.0,2.01
PGIL,2023-07-04,598.75,2023-10-13,1205.95,2.01
POLYCAB,2023-07-04,3437.9,2024-06-13,6903.32,2.01
MAXIND,2023-07-04,122.9,2024-04-26,246.85,2.01
NATIONALUM,2023-07-04,67.91,2024-03-01,136.81,2.01
ABB,2023-07-04,4234.34,2024-06-03,8496.62,2.01
BAJAJHIND,2023-07-04,16.95,2023-11-06,34.0,2.01
VASWANI,2023-07-04,21.0,2024-02-19,42.2,2.01
MARATHON,2023-07-04,315.3,2024-07-05,634.2,2.01
ANGELONE,2023-07-04,16.07,2023-12-29,32.34,2.01
EIDPARRY,2023-07-04,456.28,2024-12-10,916.8,2.01
THYROCARE,2023-07-04,508.77,2025-05-30,1022.41,2.01
LTF,2024-04-23,154.95,2026-01-01,310.82,2.01
JKCEMENT,2023-07-04,3330.2,2025-08-01,6681.5,2.01
KAMDHENU,2023-07-04,321.55,2024-03-01,644.85,2.01
ARIES,2023-07-04,164.75,2024-11-25,330.15,2.0
BECTORFOOD,2023-07-04,812.7,2024-09-03,1629.35,2.0
ALBERTDAVD,2023-07-04,618.1,2024-01-19,1236.2,2.0
RBLBANK,2023-07-04,176.67,2026-06-04,353.75,2.0
POLICYBZR,2023-07-04,690.9,2024-06-27,1384.1,2.0
CHALET,2023-07-04,433.29,2024-03-26,866.88,2.0
NUVAMA,2023-10-11,85.08,2024-03-27,170.23,2.0
GVPIL,2025-08-28,348.3,2026-05-21,697.55,2.0
AMBER,2023-07-04,2241.6,2024-01-30,4486.25,2.0
TATAMTRDVR,2023-07-04,306.85,2024-02-05,614.95,2.0
GENUSPAPER,2023-07-04,14.45,2024-09-18,28.9,2.0
GTLINFRA,2023-07-04,0.8,2024-01-08,1.6,2.0
FEDERALBNK,2023-07-04,130.42,2025-12-09,260.85,2.0
ASHOKA,2023-07-04,80.75,2024-01-09,161.85,2.0
ASHIANA,2023-07-04,193.55,2024-04-26,387.7,2.0
WELENT,2023-07-04,194.43,2024-05-16,388.91,2.0
RML,2023-07-04,705.1,2024-08-22,1413.45,2.0
MODISONLTD,2023-07-04,69.65,2023-12-29,139.4,2.0
AHLUCONT,2023-07-04,613.95,2024-03-04,1230.6,2.0
TEJASNET,2023-07-04,709.09,2024-06-19,1418.73,2.0
SAKAR,2023-07-04,247.9,2026-02-09,496.55,2.0
SHRIRAMPPS,2023-07-04,63.7,2023-12-05,127.45,2.0
ECLERX,2023-07-04,409.81,2024-11-06,820.8,2.0
MICEL,2023-10-03,27.15,2024-05-22,54.3,2.0
GVKPIL,2023-07-04,2.75,2023-09-05,5.5,2.0
PARACABLES,2023-07-04,35.95,2023-12-11,72.0,2.0
SWSOLAR,2023-07-04,288.65,2024-01-25,577.6,2.0
BBTC,2023-07-04,975.42,2024-06-28,1950.85,2.0
USK,2023-07-04,30.4,2024-02-06,60.95,2.0
CUPID,2023-07-04,247.15,2023-10-19,495.3,2.0
KEI,2023-07-04,2314.54,2024-06-12,4639.32,2.0
BFUTILITIE,2023-07-04,375.35,2023-09-05,751.0,2.0
FINCABLES,2023-07-04,803.83,2024-07-03,1611.59,2.0
GESHIP,2023-07-04,608.3,2024-08-01,1218.13,2.0
NSIL,2023-07-04,2368.75,2024-09-16,4746.2,2.0
SANDUMA,2023-09-07,1597.0,2024-01-25,3200.95,2.0
GULFOILLUB,2023-07-04,470.0,2024-02-20,941.8,2.0
UFLEX,2023-07-04,416.47,2024-08-23,833.14,2.0
MFSL,2023-07-04,795.9,2025-06-20,1595.3,2.0
ANTGRAPHIC,2023-07-04,0.7,2023-12-26,1.4,2.0
SIGNATURE,2023-09-27,458.55,2024-01-01,918.55,2.0
BLUEJET,2023-11-01,410.37,2025-02-05,820.96,2.0
JINDALSTEL,2023-07-04,600.42,2026-02-12,1203.4,2.0
IRIS,2023-07-04,78.7,2024-05-02,157.75,2.0
VARROC,2023-07-04,339.4,2024-06-12,679.6,2.0
PEARLPOLY,2023-07-04,22.3,2024-05-02,44.6,2.0
DIVISLAB,2023-07-04,3419.75,2025-07-04,6844.03,2.0
RECLTD,2023-07-04,120.47,2023-11-06,241.17,2.0
FINPIPE,2023-07-04,174.85,2024-06-07,350.3,2.0
INDIGO,2023-07-04,2584.96,2025-04-09,5176.24,2.0
MAXHEALTH,2023-07-04,586.39,2024-12-13,1173.16,2.0
ITI,2023-07-04,107.25,2023-10-09,215.0,2.0
MOIL,2023-07-04,167.35,2024-01-16,335.1,2.0
DOMS,2023-12-20,1320.48,2024-09-02,2646.99,2.0
SILVERTUC,2023-07-04,396.05,2024-05-24,793.45,2.0
STYRENIX,2023-07-04,1087.6,2024-06-14,2176.1,2.0
KHAICHEM,2023-07-04,66.0,2025-09-16,132.27,2.0
NORBTEAEXP,2023-09-11,8.5,2024-09-06,17.03,2.0
LOKESHMACH,2023-09-25,210.65,2024-04-03,421.65,2.0
ITDCEM,2023-07-04,161.75,2024-01-29,323.65,2.0
HDFCAMC,2023-07-04,510.28,2024-08-22,1020.82,2.0
HINDALCO,2023-07-04,419.62,2025-10-27,840.85,2.0
MANINFRA,2023-07-04,113.65,2024-01-12,227.3,2.0
KRITI,2023-07-04,111.0,2024-08-01,222.16,2.0
ASALCBR,2023-07-04,416.4,2024-08-02,833.1,2.0
KALYANKJIL,2023-07-04,146.19,2023-10-17,292.98,2.0
MUTHOOTFIN,2023-07-04,1158.12,2025-03-19,2318.99,2.0
RPSGVENT,2023-07-04,442.4,2024-08-19,885.2,2.0
GAIL,2023-07-04,86.55,2024-04-08,173.41,2.0
AMJLAND,2023-07-04,26.35,2024-10-21,52.74,2.0
KSCL,2023-07-04,573.85,2024-08-12,1148.85,2.0
ANANTRAJ,2023-07-04,176.67,2024-02-16,353.4,2.0
PRECAM,2023-07-04,182.7,2025-01-03,365.75,2.0
LINDEINDIA,2023-07-04,4370.81,2024-05-15,8763.09,2.0
LUPIN,2023-07-04,864.99,2024-07-05,1732.62,2.0
ABDL,2024-07-02,307.32,2025-10-23,614.76,2.0
CHOLAHLDNG,2023-07-04,945.0,2024-09-13,1893.94,2.0
AJMERA,2023-07-04,364.7,2024-02-21,730.85,2.0
JSL,2023-07-04,335.13,2024-03-04,670.92,2.0
UNIVASTU,2023-07-04,104.85,2024-05-03,210.05,2.0
SCHNEIDER,2023-07-04,267.0,2024-02-07,534.95,2.0
DYNAMATECH,2023-07-04,3775.7,2024-02-27,7552.2,2.0
LTFOODS,2023-11-06,181.82,2024-08-26,364.17,2.0
DBSTOCKBRO,2023-07-04,24.1,2024-02-15,48.3,2.0
