ticker,count,mean,std,cv,likely_missing_split
ROTO,2,80.5555,19.6427192745811,0.24384082122984901,False
SBC,2,87.604,53.143317246856164,0.6066311726274618,False
SEPC,2,24.9075,4.1104117190373985,0.16502706891648694,False
ADSL,1,99.994,,,False
AJOONI,1,46.365,,,False
AKSHAR,1,1101.639,,,False
ALANKIT,1,300.0,,,False
APOLLOPIPE,1,200.004,,,False
ARTEMISMED,1,900.0,,,False
ASHAPURMIN,1,100.0,,,False
AVANTIFEED,1,66.667,,,False
BCG,1,66.667,,,False
BEARDSELL,1,499.888,,,False
BESTAGRO,1,1400.0,,,False
BLKASHYAP,1,90.0,,,False
BSE,1,19.175,,,False
CAPLIPOINT,1,387.831,,,False
CENTEXT,1,22.605,,,False
CREST,1,16.618,,,False
DEVIT,1,100.0,,,False
DIVISLAB,1,376.488,,,False
EASEMYTRIP,1,100.0,,,False
FEDERALBNK,1,27.155,,,False
FMGOETZE,1,17.409,,,False
GATECH,1,62.667,,,False
GILLANDERS,1,49.996,,,False
GLENMARK,1,98.644,,,False
GLOBAL,1,100.0,,,False
GLOBE,1,15.291,,,False
GOYALALUM,1,899.682,,,False
GTLINFRA,1,69.017,,,False
GUJAPOLLO,1,50.008,,,False
HAL,1,15.87,,,False
HIKAL,1,50.0,,,False
INFOMEDIA,1,47.525,,,False
IRFC,1,16.783,,,False
IRISDOREME,1,109.249,,,False
JAICORPLTD,1,1899.943,,,False
JAIPURKURT,1,15.687,,,False
JETFREIGHT,1,15.795,,,False
JTLIND,1,100.0,,,False
KANPRPLA,1,50.006,,,False
KAPSTON,1,200.0,,,False
KMSUGAR,1,400.0,,,False
KPIGREEN,1,77.779,,,False
KRITIKA,1,200.0,,,False
LEMERITE,1,400.0,,,False
MAGADSUGAR,1,40.005,,,False
MARATHON,1,99.994,,,False
MARINE,1,400.0,,,False
MAYURUNIQ,1,100.006,,,False
MOTISONS,1,900.0,,,False
NAM-INDIA,1,16.317,,,False
NARMADA,1,32.019,,,False
NBIFIN,1,100.0,,,False
PARAS,1,100.0,,,False
PILANIINVS,1,40.0,,,False
RADHIKAJWE,1,400.0,,,False
RADIOCITY,1,56.242,,,False
RAJRATAN,1,400.0,,,False
REDTAPE,1,299.994,,,False
RENUKA,1,50.008,,,False
RMDRIP,1,70.996,,,False
RNBDENIMS,1,199.984,,,False
RPEL,1,99.998,,,False
RPPL,1,99.977,,,False
RVNL,1,15.31,,,False
SANGHVIMOV,1,50.0,,,False
SIKKO,1,1921.295,,,False
SIRCA,1,99.997,,,False
STCINDIA,1,100.0,,,False
SUBROS,1,400.0,,,False
UTKARSHBNK,1,17.788,,,False
VCL,1,110.526,,,False
VGL,1,99.985,,,False
VINNY,1,41.411,,,False
VIVIDHA,1,33.327,,,False
WELCORP,1,15.743,,,False
WSTCSTPAPR,1,400.0,,,False
