ticker,date,our_close,fyers_close,diff_pct,status
MANOMAY,2007-05-25,,,,NO_OUR_DATA
MANORAMA,2007-05-25,,,,NO_OUR_DATA
MANUFGBEES,2007-05-25,,,,NO_OUR_DATA
MANYAVAR,2007-05-25,,,,NO_OUR_DATA
MAPMYINDIA,2007-05-25,,,,NO_OUR_DATA
MARATHON,2007-05-25,,,,NO_OUR_DATA
MARICO,2007-05-25,23.77,28.78,17.396,MISMATCH
MARINE,2007-05-25,,,,NO_OUR_DATA
MARKOLINES,2007-05-25,,,,NO_OUR_DATA
MARKSANS,2007-05-25,5.35,5.35,0.093,OK
MARSONS,2007-05-25,,,,NO_OUR_DATA
MARUTI,2007-05-25,735.04,810.3,9.289,MISMATCH
MASFIN,2007-05-25,,,,NO_OUR_DATA
MASPTOP50,2007-05-25,,,,NO_OUR_DATA
MASTEK,2007-05-25,307.75,307.75,0.0,OK
MASTERTR,2007-05-25,,,,NO_OUR_DATA
MATRIMONY,2007-05-25,,,,NO_OUR_DATA
MAXESTATES,2007-05-25,,,,NO_OUR_DATA
MAXHEALTH,2007-05-25,,,,NO_OUR_DATA
MAXIND,2007-05-25,,,,NO_OUR_DATA
MAYURUNIQ,2007-05-25,,,,NO_OUR_DATA
MAZDA,2007-05-25,,,,NO_OUR_DATA
MAZDOCK,2007-05-25,,,,NO_OUR_DATA
MBAPL,2007-05-25,,,,NO_OUR_DATA
MBEL,2007-05-25,,,,NO_OUR_DATA
MCCHRLS-B,2007-05-25,,,,NO_OUR_DATA
MCL,2007-05-25,,,,NO_OUR_DATA
MCLOUD,2007-05-25,,,,NO_OUR_DATA
MCX,2007-05-25,,,,NO_OUR_DATA
MEDANTA,2007-05-25,,,,NO_OUR_DATA
MEDIASSIST,2007-05-25,,,,NO_OUR_DATA
MEDICAMEQ,2007-05-25,,,,NO_OUR_DATA
MEDICO,2007-05-25,,,,NO_OUR_DATA
MEDPLUS,2007-05-25,,,,NO_OUR_DATA
MEESHO,2007-05-25,,,,NO_OUR_DATA
MEGASTAR,2007-05-25,,,,NO_OUR_DATA
MENNPIS,2007-05-25,,,,NO_OUR_DATA
MERCANTILE,2007-05-25,,,,NO_OUR_DATA
METAL,2007-05-25,,,,NO_OUR_DATA
METALIETF,2007-05-25,,,,NO_OUR_DATA
METROBRAND,2007-05-25,,,,NO_OUR_DATA
METROGLOBL,2007-05-25,,,,NO_OUR_DATA
METROPOLIS,2007-05-25,,,,NO_OUR_DATA
MFML,2007-05-25,,,,NO_OUR_DATA
MFSL,2007-05-25,,,,NO_OUR_DATA
MGL,2007-05-25,,,,NO_OUR_DATA
MHLXMIRU,2007-05-25,,,,NO_OUR_DATA
MHRIL,2007-05-25,,,,NO_OUR_DATA
MID150,2007-05-25,,,,NO_OUR_DATA
MID150BEES,2007-05-25,,,,NO_OUR_DATA
MID150CASE,2007-05-25,,,,NO_OUR_DATA
MIDCAP,2007-05-25,,,,NO_OUR_DATA
MIDCAPADD,2007-05-25,,,,NO_OUR_DATA
MIDCAPBETA,2007-05-25,,,,NO_OUR_DATA
MIDCAPETF,2007-05-25,,,,NO_OUR_DATA
MIDCAPIETF,2007-05-25,,,,NO_OUR_DATA
MIDHANI,2007-05-25,,,,NO_OUR_DATA
MIDQ50ADD,2007-05-25,,,,NO_OUR_DATA
MIDSELIETF,2007-05-25,,,,NO_OUR_DATA
MIDSMALL,2007-05-25,,,,NO_OUR_DATA
MIDWESTLTD,2007-05-25,,,,NO_OUR_DATA
MINDACORP,2007-05-25,,,,NO_OUR_DATA
MINDTECK,2007-05-25,,,,NO_OUR_DATA
MIRZAINT,2007-05-25,,,,NO_OUR_DATA
MITTAL,2007-05-25,,,,NO_OUR_DATA
MKPL,2007-05-25,,,,NO_OUR_DATA
MMFL,2007-05-25,20.63,20.63,0.024,OK
MMP,2007-05-25,,,,NO_OUR_DATA
MMTC,2007-05-25,,,,NO_OUR_DATA
MNC,2007-05-25,,,,NO_OUR_DATA
MOALPHA50,2007-05-25,,,,NO_OUR_DATA
MOBANK10,2007-05-25,,,,NO_OUR_DATA
MOBIKWIK,2007-05-25,,,,NO_OUR_DATA
MOCAPITAL,2007-05-25,,,,NO_OUR_DATA
MODEFENCE,2007-05-25,,,,NO_OUR_DATA
MODIRUBBER,2007-05-25,,,,NO_OUR_DATA
MODIS,2007-05-25,,,,NO_OUR_DATA
MODTHREAD,2007-05-25,,,,NO_OUR_DATA
MOENERGY,2007-05-25,,,,NO_OUR_DATA
MOGOLD,2007-05-25,,,,NO_OUR_DATA
MOGSEC,2007-05-25,,,,NO_OUR_DATA
MOHEALTH,2007-05-25,,,,NO_OUR_DATA
MOHITIND,2007-05-25,,,,NO_OUR_DATA
MOIL,2007-05-25,,,,NO_OUR_DATA
MOINFRA,2007-05-25,,,,NO_OUR_DATA
MOIPO,2007-05-25,,,,NO_OUR_DATA
MOKSH,2007-05-25,,,,NO_OUR_DATA
MOL,2007-05-25,,,,NO_OUR_DATA
MOLDTECH,2007-05-25,,,,NO_OUR_DATA
MOLDTKPAC,2007-05-25,,,,NO_OUR_DATA
MOLOWVOL,2007-05-25,,,,NO_OUR_DATA
MOM100,2007-05-25,,,,NO_OUR_DATA
MOM30IETF,2007-05-25,,,,NO_OUR_DATA
MOM50,2007-05-25,,,,NO_OUR_DATA
MOMENTUM,2007-05-25,,,,NO_OUR_DATA
MOMENTUM30,2007-05-25,,,,NO_OUR_DATA
MOMENTUM50,2007-05-25,,,,NO_OUR_DATA
MOMGF,2007-05-25,,,,NO_OUR_DATA
MOMIDMTM,2007-05-25,,,,NO_OUR_DATA
MOMNC,2007-05-25,,,,NO_OUR_DATA
MOMOMENTUM,2007-05-25,,,,NO_OUR_DATA
MON100,2007-05-25,,,,NO_OUR_DATA
MON50EQUAL,2007-05-25,,,,NO_OUR_DATA
MONARCH,2007-05-25,,,,NO_OUR_DATA
MONEXT50,2007-05-25,,,,NO_OUR_DATA
MONEYBOXX,2007-05-25,,,,NO_OUR_DATA
MONIFTY100,2007-05-25,,,,NO_OUR_DATA
MONIFTY500,2007-05-25,,,,NO_OUR_DATA
MONQ50,2007-05-25,,,,NO_OUR_DATA
MONTECARLO,2007-05-25,,,,NO_OUR_DATA
MOPSE,2007-05-25,,,,NO_OUR_DATA
MOQUALITY,2007-05-25,,,,NO_OUR_DATA
MOREALTY,2007-05-25,,,,NO_OUR_DATA
MOREPENLAB,2007-05-25,,,,NO_OUR_DATA
MOSCHIP,2007-05-25,,,,NO_OUR_DATA
MOSERVICE,2007-05-25,,,,NO_OUR_DATA
MOSILVER,2007-05-25,,,,NO_OUR_DATA
MOSMALL250,2007-05-25,,,,NO_OUR_DATA
MOTHERSON,2007-05-25,,,,NO_OUR_DATA
MOTILALOFS,2007-05-25,,,,NO_OUR_DATA
MOTISONS,2007-05-25,,,,NO_OUR_DATA
MOTOUR,2007-05-25,,,,NO_OUR_DATA
MOVALUE,2007-05-25,,,,NO_OUR_DATA
MPHASIS,2007-05-25,295.63,310.2,4.696,MISMATCH
MPSLTD,2007-05-25,,,,NO_OUR_DATA
MRF,2007-05-25,3777.5,3807.1,0.777,OK
MRPL,2007-05-25,38.42,43.2,11.059,MISMATCH
MSCI360,2007-05-25,,,,NO_OUR_DATA
MSCIADD,2007-05-25,,,,NO_OUR_DATA
MSCIINDIA,2007-05-25,,,,NO_OUR_DATA
MSPL,2007-05-25,,,,NO_OUR_DATA
MSTCLTD,2007-05-25,,,,NO_OUR_DATA
MSUMI,2007-05-25,,,,NO_OUR_DATA
MTNL,2007-05-25,153.3,153.3,0.0,OK
MUFIN,2007-05-25,,,,NO_OUR_DATA
MUFTI,2007-05-25,,,,NO_OUR_DATA
MUKANDLTD,2007-05-25,89.1,91.21,2.313,MISMATCH
MUKKA,2007-05-25,,,,NO_OUR_DATA
MULTICAP,2007-05-25,,,,NO_OUR_DATA
MUNJALAU,2007-05-25,5.94,11.88,50.021,MISMATCH
MUNJALSHOW,2007-05-25,56.5,56.5,0.0,OK
MURUDCERA,2007-05-25,91.85,69.6,31.968,MISMATCH
MUTHOOTCAP,2007-05-25,,,,NO_OUR_DATA
MUTHOOTFIN,2007-05-25,,,,NO_OUR_DATA
MUTHOOTMF,2007-05-25,,,,NO_OUR_DATA
MVGJL,2007-05-25,,,,NO_OUR_DATA
MWL,2007-05-25,,,,NO_OUR_DATA
NACLIND,2007-05-25,,,,NO_OUR_DATA
NAGREEKEXP,2007-05-25,,,,NO_OUR_DATA
NAHARCAP,2007-05-25,,,,NO_OUR_DATA
NAHARINDUS,2007-05-25,127.25,127.25,0.0,OK
NAHARPOLY,2007-05-25,,,,NO_OUR_DATA
NAM-INDIA,2007-05-25,,,,NO_OUR_DATA
NARMADA,2007-05-25,,,,NO_OUR_DATA
NATCAPSUQ,2007-05-25,,,,NO_OUR_DATA
NATCOPHARM,2007-05-25,24.23,27.41,11.602,MISMATCH
NATHBIOGEN,2007-05-25,,,,NO_OUR_DATA
NATIONALUM,2007-05-25,33.21,62.29,46.686,MISMATCH
NATIONSTD,2007-05-25,,,,NO_OUR_DATA
NAUKRI,2007-05-25,76.7,39.93,92.085,MISMATCH
NAVA,2007-05-25,,,,NO_OUR_DATA
NAVINFLUOR,2007-05-25,,,,NO_OUR_DATA
NAVKARCORP,2007-05-25,,,,NO_OUR_DATA
NAVNETEDUL,2007-05-25,,,,NO_OUR_DATA
NAZARA,2007-05-25,,,,NO_OUR_DATA
NBCC,2007-05-25,,,,NO_OUR_DATA
NBIFIN,2007-05-25,,,,NO_OUR_DATA
NCC,2007-05-25,,,,NO_OUR_DATA
NCLIND,2007-05-25,40.2,40.2,0.0,OK
NDGL,2007-05-25,,,,NO_OUR_DATA
NDL,2007-05-25,,,,NO_OUR_DATA
NDLVENTURE,2007-05-25,,,,NO_OUR_DATA
NDRAUTO,2007-05-25,,,,NO_OUR_DATA
NDTV,2007-05-25,390.65,310.09,25.98,MISMATCH
NELCAST,2007-05-25,,,,NO_OUR_DATA
NELCO,2007-05-25,97.9,97.9,0.0,OK
NEOGEN,2007-05-25,,,,NO_OUR_DATA
NEPHROPLUS,2007-05-25,,,,NO_OUR_DATA
NESCO,2007-05-25,,,,NO_OUR_DATA
NESTLEIND,2007-05-25,,,,NO_OUR_DATA
NETF,2007-05-25,,,,NO_OUR_DATA
NETWEB,2007-05-25,,,,NO_OUR_DATA
NETWORK18,2007-05-25,524.8,522.55,0.431,OK
NEULANDLAB,2007-05-25,,,,NO_OUR_DATA
NEWGEN,2007-05-25,,,,NO_OUR_DATA
NEXT30ADD,2007-05-25,,,,NO_OUR_DATA
NEXT50,2007-05-25,,,,NO_OUR_DATA
NEXT50ADD,2007-05-25,,,,NO_OUR_DATA
NEXT50BETA,2007-05-25,,,,NO_OUR_DATA
NEXT50ETF,2007-05-25,,,,NO_OUR_DATA
NEXT50IETF,2007-05-25,,,,NO_OUR_DATA
NEXTMEDIA,2007-05-25,,,,NO_OUR_DATA
NFL,2007-05-25,30.3,30.3,0.0,OK
NGLFINE,2007-05-25,,,,NO_OUR_DATA
NH,2007-05-25,,,,NO_OUR_DATA
NHPC,2007-05-25,,,,NO_OUR_DATA
NIACL,2007-05-25,,,,NO_OUR_DATA
NIBE,2007-05-25,,,,NO_OUR_DATA
NIBL,2007-05-25,,,,NO_OUR_DATA
NIF100BEES,2007-05-25,,,,NO_OUR_DATA
NIF100IETF,2007-05-25,,,,NO_OUR_DATA
NIFTY1,2007-05-25,,,,NO_OUR_DATA
NIFTY100EW,2007-05-25,,,,NO_OUR_DATA
NIFTYADD,2007-05-25,,,,NO_OUR_DATA
NIFTYAXIS,2007-05-25,,,,NO_OUR_DATA
NIFTYBEES,2007-05-25,42.66,42.66,0.0,OK
NIFTYBETA,2007-05-25,,,,NO_OUR_DATA
NIFTYBETF,2007-05-25,,,,NO_OUR_DATA
NIFTYCASE,2007-05-25,,,,NO_OUR_DATA
NIFTYETF,2007-05-25,,,,NO_OUR_DATA
NIFTYIETF,2007-05-25,,,,NO_OUR_DATA
NIFTYQLITY,2007-05-25,,,,NO_OUR_DATA
NIITLTD,2007-05-25,123.71,115.46,7.149,MISMATCH
NIITMTS,2007-05-25,,,,NO_OUR_DATA
NILAINFRA,2007-05-25,,,,NO_OUR_DATA
NILASPACES,2007-05-25,,,,NO_OUR_DATA
NILE,2007-05-25,,,,NO_OUR_DATA
NILKAMAL,2007-05-25,173.05,173.05,0.0,OK
NIPPOBATRY,2007-05-25,171.25,171.25,0.0,OK
NIRAJISPAT,2007-05-25,,,,NO_OUR_DATA
NIRLON,2007-05-25,,,,NO_OUR_DATA
NITCO,2007-05-25,203.45,203.45,0.0,OK
NITINSPIN,2007-05-25,15.5,15.5,0.0,OK
NITIRAJ,2007-05-25,,,,NO_OUR_DATA
NITTAGELA,2007-05-25,,,,NO_OUR_DATA
NIVABUPA,2007-05-25,,,,NO_OUR_DATA
NKIND,2007-05-25,,,,NO_OUR_DATA
NLCINDIA,2007-05-25,,,,NO_OUR_DATA
NMDC,2007-05-25,,,,NO_OUR_DATA
NOCIL,2007-05-25,25.6,25.6,0.0,OK
NORBTEAEXP,2007-05-25,4.0,4,0.0,OK
NORTHARC,2007-05-25,,,,NO_OUR_DATA
NOVARTIND,2007-05-25,,,,NO_OUR_DATA
NPBET,2007-05-25,,,,NO_OUR_DATA
NPST,2007-05-25,,,,NO_OUR_DATA
NRAIL,2007-05-25,,,,NO_OUR_DATA
NRBBEARING,2007-05-25,45.45,45.45,0.0,OK
NSIL,2007-05-25,434.0,434,0.0,OK
NSLNISP,2007-05-25,,,,NO_OUR_DATA
NTPC,2007-05-25,85.9,136.42,37.032,MISMATCH
NTPCGREEN,2007-05-25,,,,NO_OUR_DATA
NUCLEUS,2007-05-25,505.98,505.98,0.001,OK
NURECA,2007-05-25,,,,NO_OUR_DATA
NUVAMA,2007-05-25,,,,NO_OUR_DATA
NUVOCO,2007-05-25,,,,NO_OUR_DATA
NV20,2007-05-25,,,,NO_OUR_DATA
NV20BEES,2007-05-25,,,,NO_OUR_DATA
NV20IETF,2007-05-25,,,,NO_OUR_DATA
NYKAA,2007-05-25,,,,NO_OUR_DATA
OAL,2007-05-25,,,,NO_OUR_DATA
OBCL,2007-05-25,,,,NO_OUR_DATA
OBEROIRLTY,2007-05-25,,,,NO_OUR_DATA
OFSS,2007-05-25,,,,NO_OUR_DATA
OIL,2007-05-25,,,,NO_OUR_DATA
OILIETF,2007-05-25,,,,NO_OUR_DATA
OLAELEC,2007-05-25,,,,NO_OUR_DATA
OLECTRA,2007-05-25,,,,NO_OUR_DATA
OMAXE,2007-05-25,,,,NO_OUR_DATA
OMINFRAL,2007-05-25,,,,NO_OUR_DATA
OMNI,2007-05-25,,,,NO_OUR_DATA
OMPOWER,2007-05-25,,,,NO_OUR_DATA
ONEPOINT,2007-05-25,,,,NO_OUR_DATA
ONESOURCE,2007-05-25,,,,NO_OUR_DATA
ONGC,2007-05-25,76.05,151.23,49.715,MISMATCH
ONMOBILE,2007-05-25,,,,NO_OUR_DATA
ONWARDTEC,2007-05-25,46.69,48,2.738,MISMATCH
OPTIEMUS,2007-05-25,,,,NO_OUR_DATA
ORCHASP,2007-05-25,,,,NO_OUR_DATA
ORCHPHARMA,2007-05-25,,,,NO_OUR_DATA
ORICONENT,2007-05-25,,,,NO_OUR_DATA
ORIENTALTL,2007-05-25,,,,NO_OUR_DATA
ORIENTBELL,2007-05-25,,,,NO_OUR_DATA
ORIENTCEM,2007-05-25,,,,NO_OUR_DATA
ORIENTCER,2007-05-25,,,,NO_OUR_DATA
ORIENTELEC,2007-05-25,,,,NO_OUR_DATA
ORIENTHOT,2007-05-25,38.12,38.12,0.0,OK
ORIENTLTD,2007-05-25,,,,NO_OUR_DATA
ORIENTPPR,2007-05-25,42.28,40.69,3.895,MISMATCH
ORIENTTECH,2007-05-25,,,,NO_OUR_DATA
ORISSAMINE,2007-05-25,,,,NO_OUR_DATA
ORKLAINDIA,2007-05-25,,,,NO_OUR_DATA
OSWALGREEN,2007-05-25,,,,NO_OUR_DATA
OSWALPUMPS,2007-05-25,,,,NO_OUR_DATA
OSWALSEEDS,2007-05-25,,,,NO_OUR_DATA
PACEDIGITK,2007-05-25,,,,NO_OUR_DATA
PAGEIND,2007-05-25,,,,NO_OUR_DATA
PAISALO,2007-05-25,,,,NO_OUR_DATA
PAKKA,2007-05-25,,,,NO_OUR_DATA
PALASHSECU,2007-05-25,,,,NO_OUR_DATA
PANACEABIO,2007-05-25,441.25,441.25,0.0,OK
PANACHE,2007-05-25,,,,NO_OUR_DATA
PANAMAPET,2007-05-25,,,,NO_OUR_DATA
PANSARI,2007-05-25,,,,NO_OUR_DATA
PAR,2007-05-25,,,,NO_OUR_DATA
PARACABLES,2007-05-25,30.85,30.85,0.0,OK
PARADEEP,2007-05-25,,,,NO_OUR_DATA
PARAGMILK,2007-05-25,,,,NO_OUR_DATA
PARAS,2007-05-25,,,,NO_OUR_DATA
PARASPETRO,2007-05-25,,,,NO_OUR_DATA
PARKHOSPS,2007-05-25,,,,NO_OUR_DATA
PARKHOTELS,2007-05-25,,,,NO_OUR_DATA
PASHUPATI,2007-05-25,,,,NO_OUR_DATA
PATANJALI,2007-05-25,,,,NO_OUR_DATA
PATELENG,2007-05-25,428.25,368.51,16.211,MISMATCH
PATELRMART,2007-05-25,,,,NO_OUR_DATA
PAUSHAKLTD,2007-05-25,,,,NO_OUR_DATA
PAYTM,2007-05-25,,,,NO_OUR_DATA
PCBL,2007-05-25,,,,NO_OUR_DATA
PCJEWELLER,2007-05-25,,,,NO_OUR_DATA
PDMJEPAPER,2007-05-25,,,,NO_OUR_DATA
PDSL,2007-05-25,,,,NO_OUR_DATA
PENIND,2007-05-25,,,,NO_OUR_DATA
PERSISTENT,2007-05-25,,,,NO_OUR_DATA
PETRONET,2007-05-25,18.5,25.68,27.942,MISMATCH
PFC,2007-05-25,27.14,59.38,54.296,MISMATCH
PFIZER,2007-05-25,559.46,832.45,32.793,MISMATCH
PFS,2007-05-25,,,,NO_OUR_DATA
PGEL,2007-05-25,,,,NO_OUR_DATA
PGHH,2007-05-25,786.25,786.25,0.0,OK
PGHL,2007-05-25,,,,NO_OUR_DATA
PGIL,2007-05-25,,,,NO_OUR_DATA
PHARMABEES,2007-05-25,,,,NO_OUR_DATA
PHOENIXLTD,2007-05-25,193.16,194.79,0.835,OK
PICCADIL,2007-05-25,,,,NO_OUR_DATA
PIDILITIND,2007-05-25,29.67,30.75,3.496,MISMATCH
PIGL,2007-05-25,,,,NO_OUR_DATA
PIIND,2007-05-25,,,,NO_OUR_DATA
PILANIINVS,2007-05-25,,,,NO_OUR_DATA
PINELABS,2007-05-25,,,,NO_OUR_DATA
PIONEEREMB,2007-05-25,176.15,176.15,0.0,OK
PIONRINV,2007-05-25,,,,NO_OUR_DATA
PIRAMALFIN,2007-05-25,,,,NO_OUR_DATA
PITTIENG,2007-05-25,,,,NO_OUR_DATA
PIXTRANS,2007-05-25,,,,NO_OUR_DATA
PKTEA,2007-05-25,,,,NO_OUR_DATA
PLASTIBLEN,2007-05-25,19.1,38.2,50.0,MISMATCH
PLATIND,2007-05-25,,,,NO_OUR_DATA
PML,2007-05-25,,,,NO_OUR_DATA
PNB,2007-05-25,97.83,106.73,8.338,MISMATCH
PNBGILTS,2007-05-25,20.0,15,33.333,MISMATCH
PNBHOUSING,2007-05-25,,,,NO_OUR_DATA
PNC,2007-05-25,64.15,64.15,0.0,OK
PNCINFRA,2007-05-25,,,,NO_OUR_DATA
PNGJL,2007-05-25,,,,NO_OUR_DATA
PNGSREVA,2007-05-25,,,,NO_OUR_DATA
POCL,2007-05-25,,,,NO_OUR_DATA
PODDARMENT,2007-05-25,,,,NO_OUR_DATA
POKARNA,2007-05-25,,,,NO_OUR_DATA
POLICYBZR,2007-05-25,,,,NO_OUR_DATA
POLYCAB,2007-05-25,,,,NO_OUR_DATA
POLYMED,2007-05-25,,,,NO_OUR_DATA
POLYPLEX,2007-05-25,56.65,56.65,0.0,OK
PONNIERODE,2007-05-25,39.9,39.9,0.0,OK
POONAWALLA,2007-05-25,,,,NO_OUR_DATA
POWERGRID,2007-05-25,,,,NO_OUR_DATA
POWERICA,2007-05-25,,,,NO_OUR_DATA
POWERINDIA,2007-05-25,,,,NO_OUR_DATA
POWERMECH,2007-05-25,,,,NO_OUR_DATA
PPAP,2007-05-25,,,,NO_OUR_DATA
PPLPHARMA,2007-05-25,,,,NO_OUR_DATA
PRABHA,2007-05-25,,,,NO_OUR_DATA
PRAENG,2007-05-25,263.9,263.9,0.0,OK
PRAJIND,2007-05-25,249.07,249.08,0.002,OK
PRAKASH,2007-05-25,63.65,63.65,0.0,OK
PRAKASHSTL,2007-05-25,,,,NO_OUR_DATA
PRAVEG,2007-05-25,,,,NO_OUR_DATA
PRECAM,2007-05-25,,,,NO_OUR_DATA
PRECOT,2007-05-25,164.1,109.4,50.0,MISMATCH
PRECWIRE,2007-05-25,1.52,11.37,86.667,MISMATCH
PREMCO,2007-05-25,,,,NO_OUR_DATA
PREMEXPLN,2007-05-25,,,,NO_OUR_DATA
PREMIERENE,2007-05-25,,,,NO_OUR_DATA
PRESTIGE,2007-05-25,,,,NO_OUR_DATA
PRICOLLTD,2007-05-25,,,,NO_OUR_DATA
PRIMESECU,2007-05-25,51.25,51.25,0.0,OK
PRIMO,2007-05-25,,,,NO_OUR_DATA
PRINCEPIPE,2007-05-25,,,,NO_OUR_DATA
PRIVISCL,2007-05-25,,,,NO_OUR_DATA
PROSTARM,2007-05-25,,,,NO_OUR_DATA
PROTEAN,2007-05-25,,,,NO_OUR_DATA
PROZONER,2007-05-25,,,,NO_OUR_DATA
PRSMJOHNSN,2007-05-25,,,,NO_OUR_DATA
PRUDENT,2007-05-25,,,,NO_OUR_DATA
PSB,2007-05-25,,,,NO_OUR_DATA
PSPPROJECT,2007-05-25,,,,NO_OUR_DATA
PSUBANK,2007-05-25,,,,NO_OUR_DATA
PSUBANKADD,2007-05-25,,,,NO_OUR_DATA
PSUBNKBEES,2007-05-25,,,,NO_OUR_DATA
PSUBNKIETF,2007-05-25,,,,NO_OUR_DATA
PTC,2007-05-25,66.75,66.75,0.0,OK
PTCIL,2007-05-25,,,,NO_OUR_DATA
PTL,2007-05-25,,,,NO_OUR_DATA
PUNJABCHEM,2007-05-25,125.0,125,0.0,OK
PURVA,2007-05-25,,,,NO_OUR_DATA
PVP,2007-05-25,,,,NO_OUR_DATA
PVRINOX,2007-05-25,,,,NO_OUR_DATA
PVSL,2007-05-25,,,,NO_OUR_DATA
PVTBANIETF,2007-05-25,,,,NO_OUR_DATA
PVTBANKADD,2007-05-25,,,,NO_OUR_DATA
PVTBKGROWW,2007-05-25,,,,NO_OUR_DATA
PWL,2007-05-25,,,,NO_OUR_DATA
PYRAMID,2007-05-25,,,,NO_OUR_DATA
QGOLDHALF,2007-05-25,,,,NO_OUR_DATA
QMSMEDI,2007-05-25,,,,NO_OUR_DATA
QNIFTY,2007-05-25,,,,NO_OUR_DATA
QUADFUTURE,2007-05-25,,,,NO_OUR_DATA
QUAL30IETF,2007-05-25,,,,NO_OUR_DATA
QUALITY30,2007-05-25,,,,NO_OUR_DATA
QUESS,2007-05-25,,,,NO_OUR_DATA
QUINT,2007-05-25,,,,NO_OUR_DATA
RACLGEAR,2007-05-25,,,,NO_OUR_DATA
RADAAN,2007-05-25,9.2,9.2,0.0,OK
RADHIKAJWE,2007-05-25,,,,NO_OUR_DATA
RADIANTCMS,2007-05-25,,,,NO_OUR_DATA
RADICO,2007-05-25,139.8,140,0.145,OK
RADIOCITY,2007-05-25,,,,NO_OUR_DATA
RAILTEL,2007-05-25,,,,NO_OUR_DATA
RAIN,2007-05-25,,,,NO_OUR_DATA
RAINBOW,2007-05-25,,,,NO_OUR_DATA
RAJMET,2007-05-25,,,,NO_OUR_DATA
RAJPALAYAM,2007-05-25,,,,NO_OUR_DATA
RAJRATAN,2007-05-25,,,,NO_OUR_DATA
RAJSREESUG,2007-05-25,55.5,55.5,0.0,OK
RAJTV,2007-05-25,333.35,83.34,299.988,MISMATCH
RALLIS,2007-05-25,36.96,24.64,50.0,MISMATCH
RAMANEWS,2007-05-25,33.6,33.6,0.0,OK
RAMAPHO,2007-05-25,,,,NO_OUR_DATA
RAMCOCEM,2007-05-25,,,,NO_OUR_DATA
RAMCOIND,2007-05-25,715.0,35.75,1900.0,MISMATCH
RAMCOSYS,2007-05-25,,,,NO_OUR_DATA
RAMKY,2007-05-25,,,,NO_OUR_DATA
RAMRAT,2007-05-25,,,,NO_OUR_DATA
RANASUG,2007-05-25,18.6,18.6,0.0,OK
RANEHOLDIN,2007-05-25,175.0,175,0.0,OK
RATEGAIN,2007-05-25,,,,NO_OUR_DATA
RATNAMANI,2007-05-25,106.67,106.67,0.003,OK
RATNAVEER,2007-05-25,,,,NO_OUR_DATA
RAYMOND,2007-05-25,329.55,66.79,393.412,MISMATCH
RAYMONDLSL,2007-05-25,,,,NO_OUR_DATA
RAYMONDREL,2007-05-25,,,,NO_OUR_DATA
RBA,2007-05-25,,,,NO_OUR_DATA
RBLBANK,2007-05-25,,,,NO_OUR_DATA
RBZJEWEL,2007-05-25,,,,NO_OUR_DATA
RCF,2007-05-25,38.35,38.35,0.0,OK
RECLTD,2007-05-25,,,,NO_OUR_DATA
REDINGTON,2007-05-25,14.65,19.51,24.918,MISMATCH
REDTAPE,2007-05-25,,,,NO_OUR_DATA
REFEX,2007-05-25,,,,NO_OUR_DATA
REGENCERAM,2007-05-25,14.5,14.5,0.0,OK
RELAXO,2007-05-25,,,,NO_OUR_DATA
RELCHEMQ,2007-05-25,,,,NO_OUR_DATA
RELIABLE,2007-05-25,,,,NO_OUR_DATA
RELIANCE,2007-05-25,197.42,213.18,7.395,MISMATCH
RELIGARE,2007-05-25,,,,NO_OUR_DATA
RELTD,2007-05-25,,,,NO_OUR_DATA
REMSONSIND,2007-05-25,,,,NO_OUR_DATA
RENUKA,2007-05-25,14.78,29.56,50.008,MISMATCH
REPCOHOME,2007-05-25,,,,NO_OUR_DATA
REPRO,2007-05-25,114.5,114.5,0.0,OK
RESPONIND,2007-05-25,,,,NO_OUR_DATA
RETAIL,2007-05-25,,,,NO_OUR_DATA
RGL,2007-05-25,,,,NO_OUR_DATA
RHETAN,2007-05-25,,,,NO_OUR_DATA
RHIM,2007-05-25,,,,NO_OUR_DATA
RHL,2007-05-25,,,,NO_OUR_DATA
RICOAUTO,2007-05-25,43.8,43.8,0.0,OK
RIIL,2007-05-25,466.45,466.45,0.0,OK
RISHABH,2007-05-25,,,,NO_OUR_DATA
RITCO,2007-05-25,,,,NO_OUR_DATA
RITES,2007-05-25,,,,NO_OUR_DATA
RKDL,2007-05-25,,,,NO_OUR_DATA
RKEC,2007-05-25,,,,NO_OUR_DATA
RKFORGE,2007-05-25,33.0,33.92,2.702,MISMATCH
RKSWAMY,2007-05-25,,,,NO_OUR_DATA
RMC,2007-05-25,,,,NO_OUR_DATA
RMDRIP,2007-05-25,,,,NO_OUR_DATA
RML,2007-05-25,96.95,96.95,0.0,OK
RNBDENIMS,2007-05-25,,,,NO_OUR_DATA
ROHLTD,2007-05-25,203.35,203.35,0.0,OK
ROLEXRINGS,2007-05-25,,,,NO_OUR_DATA
ROML,2007-05-25,,,,NO_OUR_DATA
ROSSARI,2007-05-25,,,,NO_OUR_DATA
ROSSELLIND,2007-05-25,,,,NO_OUR_DATA
ROSSTECH,2007-05-25,,,,NO_OUR_DATA
ROTO,2007-05-25,,,,NO_OUR_DATA
ROUTE,2007-05-25,,,,NO_OUR_DATA
RPEL,2007-05-25,,,,NO_OUR_DATA
RPGLIFE,2007-05-25,,,,NO_OUR_DATA
RPOWER,2007-05-25,,,,NO_OUR_DATA
