"Strategy","Returns","","","","Consistency","","","","","Risk","","","","Trade quality","","","","","","","","Year-on-year returns","","","","","","","","","","","","","","","","","","Setup"
"Name","CAGR (post-tax) ●","CAGR (pre-tax)","Benchmark","Excess","3y median","5y median","Worst 3y","Positive 3y windows","Positive years","Max drawdown","Volatility","Sharpe","Sortino","Trades","Distinct stocks traded","Churn/yr","Avg hold (days)","% trades won","Avg gain per winning trade","Avg loss per losing trade","Gain : loss","FY27","FY26","FY25","FY24","FY23","FY22","FY21","FY20","FY19","FY18","FY17","FY16","FY15","FY14","FY13","FY12","FY11","FY10","Trade book"
"M5_101_150_riskmanaged_lb6mo_quarterly_top10_63d","9.8%/yr","11.1%/yr","14.2%/yr","-4.4 pp/yr","12.2%/yr","11.0%/yr","-13.3%/yr","13 of 16","11 of 18","-48.7%","19.6%/yr","0.58","0.71","400","174","23.2","111","54.8%","21.4%","-13.0%","1.65×","19.1%","-3.6%","-0.3%","41.8%","3.2%","7.4%","59.6%","4.2%","-7.9%","20.1%","21.6%","-6.5%","44.4%","21.9%","-16.8%","-10.8%","-12.4%","16.0%",""
"M8_201_300_allrisk_lb12mo_bimonthly_top20_1y","9.8%/yr","11.0%/yr","14.2%/yr","-4.4 pp/yr","9.6%/yr","9.1%/yr","-1.3%/yr","15 of 16","10 of 18","-27.6%","14.4%/yr","0.73","0.85","673","340","39.0","114","50.4%","28.3%","-15.7%","1.80×","19.9%","-9.3%","-11.6%","73.7%","-11.5%","18.3%","48.8%","-1.2%","-13.4%","26.2%","15.9%","-16.7%","43.5%","17.3%","-2.7%","6.7%","5.3%","0.0%",""
"M5_101_150_allrisk_lb12mo_monthly_top20_1y","9.8%/yr","10.9%/yr","14.2%/yr","-4.4 pp/yr","9.7%/yr","10.3%/yr","-0.9%/yr","15 of 16","12 of 18","-27.3%","12.8%/yr","0.81","0.95","800","229","46.4","101","56.8%","19.7%","-13.2%","1.49×","10.8%","-1.8%","-7.2%","50.6%","5.2%","17.6%","55.0%","-11.5%","-2.7%","13.0%","17.8%","-5.4%","32.3%","4.7%","4.5%","2.9%","6.0%","0.0%",""
"M7_161_275_allrisk_lb12mo_biweekly_top15_1y","9.7%/yr","11.2%/yr","14.2%/yr","-4.5 pp/yr","13.1%/yr","13.4%/yr","-1.0%/yr","15 of 16","10 of 18","-31.7%","14.6%/yr","0.72","0.81","937","351","54.3","65","51.1%","20.4%","-13.6%","1.50×","11.4%","-12.4%","-0.6%","46.8%","-15.1%","27.5%","34.5%","-9.4%","-15.0%","51.3%","19.2%","-8.4%","37.0%","22.6%","5.7%","11.0%","-4.6%","0.0%",""
"M8_201_300_allrisk_lb6mo_biweekly_top20_63d","9.7%/yr","11.1%/yr","14.2%/yr","-4.5 pp/yr","8.7%/yr","8.8%/yr","-8.1%/yr","15 of 16","11 of 18","-35.5%","14.7%/yr","0.72","0.86","1,766","449","102.4","51","47.3%","17.2%","-10.6%","1.63×","18.5%","-1.6%","-7.9%","46.2%","-1.2%","25.0%","49.3%","-14.9%","-13.9%","5.8%","28.9%","-15.8%","41.2%","25.0%","-7.5%","6.0%","7.4%","9.4%",""
"M9_276_550_allrisk_lb6mo_monthly_top20_63d","9.7%/yr","11.0%/yr","14.2%/yr","-4.5 pp/yr","9.7%/yr","10.6%/yr","-16.4%/yr","14 of 16","12 of 18","-55.3%","16.1%/yr","0.67","0.80","1,547","640","89.7","45","47.3%","19.4%","-11.9%","1.63×","21.8%","10.1%","0.7%","48.9%","-14.2%","27.3%","57.7%","-37.9%","-14.4%","10.0%","37.1%","-3.5%","35.9%","16.6%","11.7%","-4.2%","-1.0%","10.5%",""
"M9_276_550_allrisk_lb9mo_monthly_top20_63d","9.7%/yr","11.0%/yr","14.2%/yr","-4.5 pp/yr","12.0%/yr","9.8%/yr","-11.2%/yr","15 of 16","12 of 18","-46.1%","14.4%/yr","0.73","0.86","1,316","567","76.3","47","49.0%","19.3%","-12.0%","1.61×","22.0%","-5.5%","1.9%","45.2%","-8.2%","9.8%","65.8%","-22.3%","-17.0%","8.4%","30.8%","-0.1%","38.4%","28.8%","5.1%","5.6%","0.6%","-4.3%",""
"M10_301_500_riskmanaged_lb6mo_bimonthly_top15_63d","9.7%/yr","10.9%/yr","14.2%/yr","-4.5 pp/yr","6.3%/yr","8.5%/yr","-11.4%/yr","13 of 16","9 of 18","-56.2%","19.4%/yr","0.58","0.68","742","345","43.0","70","51.9%","23.7%","-15.4%","1.54×","28.0%","-12.1%","-3.0%","87.4%","-12.1%","56.1%","97.0%","-29.3%","-23.8%","29.2%","12.9%","-8.4%","15.6%","14.0%","-1.3%","-5.0%","5.3%","-4.7%",""
"M8_201_300_riskmanaged_lb6mo_monthly_top10_63d","9.7%/yr","10.9%/yr","14.2%/yr","-4.5 pp/yr","10.1%/yr","9.9%/yr","-3.9%/yr","14 of 16","11 of 18","-42.2%","19.1%/yr","0.59","0.75","951","305","55.1","40","50.1%","14.8%","-10.3%","1.44×","18.8%","6.1%","-8.4%","47.3%","-3.6%","45.9%","50.4%","-18.4%","-12.4%","24.3%","28.8%","-11.5%","26.9%","20.7%","-14.2%","4.5%","6.8%","-7.6%",""
"M10_301_500_riskmanaged_lb6mo_quarterly_top20_63d","9.7%/yr","11.0%/yr","14.2%/yr","-4.5 pp/yr","8.9%/yr","9.6%/yr","-7.1%/yr","13 of 16","10 of 18","-54.0%","19.4%/yr","0.58","0.64","661","329","38.3","103","48.0%","31.5%","-15.7%","2.00×","12.1%","0.9%","-5.5%","76.3%","-15.3%","37.9%","94.2%","-32.6%","-9.2%","31.0%","31.2%","-9.0%","10.0%","16.9%","-1.4%","1.8%","-3.0%","-3.9%",""
"M9_276_550_riskmanaged_lb12mo_biweekly_top20_1y","9.7%/yr","11.2%/yr","14.2%/yr","-4.5 pp/yr","12.7%/yr","13.7%/yr","-9.2%/yr","12 of 16","10 of 18","-40.3%","18.4%/yr","0.60","0.69","1,450","448","84.1","61","48.4%","23.7%","-14.6%","1.62×","8.0%","0.7%","-6.5%","80.2%","-24.2%","47.1%","76.2%","-30.0%","1.0%","23.0%","43.6%","-4.7%","27.6%","20.2%","-8.9%","-14.7%","-3.7%","0.0%",""
"M11_501_800_allrisk_lb6mo_weekly_top15_63d","9.7%/yr","11.6%/yr","14.2%/yr","-4.5 pp/yr","12.4%/yr","13.7%/yr","-7.1%/yr","12 of 16","12 of 18","-45.7%","18.2%/yr","0.61","0.78","2,002","772","116.1","29","44.0%","19.2%","-11.7%","1.64×","6.8%","-11.0%","-12.9%","51.5%","-11.3%","22.4%","90.2%","-31.2%","-3.5%","20.7%","34.6%","0.9%","50.2%","16.9%","0.3%","9.4%","-12.0%","2.9%",""
"M9_276_550_riskmanaged_lb12mo_bimonthly_top20_1y","9.7%/yr","10.7%/yr","14.2%/yr","-4.6 pp/yr","11.4%/yr","8.9%/yr","-10.0%/yr","12 of 16","9 of 18","-50.4%","18.2%/yr","0.61","0.68","660","362","38.3","117","51.5%","30.8%","-18.1%","1.70×","35.0%","-0.2%","2.4%","76.5%","-13.5%","42.5%","51.0%","-28.6%","-13.6%","18.1%","36.0%","-9.9%","15.1%","18.5%","-3.1%","-3.3%","-5.3%","0.0%",""
"M11_501_800_allrisk_lb9mo_monthly_top10_63d","9.7%/yr","11.4%/yr","14.2%/yr","-4.6 pp/yr","8.8%/yr","5.9%/yr","-7.9%/yr","12 of 16","14 of 18","-44.3%","18.6%/yr","0.60","0.78","755","489","43.8","46","49.1%","21.2%","-14.2%","1.50×","19.6%","-4.3%","2.6%","48.3%","-34.9%","38.0%","24.7%","-29.9%","6.0%","5.2%","25.3%","35.0%","43.6%","10.8%","20.2%","0.8%","2.9%","-4.4%",""
"M8_201_300_allrisk_lb9mo_bimonthly_top15_63d","9.6%/yr","11.1%/yr","14.2%/yr","-4.6 pp/yr","9.8%/yr","10.8%/yr","0.5%/yr","16 of 16","11 of 18","-34.3%","15.9%/yr","0.67","0.77","681","333","39.5","78","52.3%","22.6%","-14.5%","1.56×","19.6%","-0.1%","-11.7%","66.1%","-23.3%","5.0%","46.3%","0.7%","-6.7%","30.5%","18.1%","-21.0%","55.4%","23.5%","-11.1%","19.4%","-4.6%","6.5%",""
"M5_101_150_allrisk_lb12mo_bimonthly_top20_1y","9.6%/yr","10.8%/yr","14.2%/yr","-4.6 pp/yr","9.6%/yr","11.4%/yr","-0.6%/yr","15 of 16","12 of 18","-21.4%","13.4%/yr","0.77","0.89","585","217","33.9","130","58.3%","23.7%","-14.9%","1.59×","8.0%","3.1%","-9.4%","39.6%","7.3%","31.8%","37.9%","-4.9%","-8.0%","17.2%","21.8%","-7.7%","30.0%","18.4%","2.0%","4.0%","-5.5%","0.0%",""
"M11_501_800_allrisk_lb6mo_weekly_top10_63d","9.6%/yr","12.1%/yr","14.2%/yr","-4.6 pp/yr","12.1%/yr","15.1%/yr","-14.6%/yr","11 of 16","11 of 18","-52.3%","20.0%/yr","0.57","0.76","1,409","665","81.7","28","44.0%","19.3%","-11.6%","1.67×","-2.2%","-18.9%","-21.5%","12.1%","-8.8%","44.7%","79.3%","-25.9%","1.0%","32.6%","42.3%","13.7%","57.1%","7.2%","34.5%","-7.3%","-13.0%","0.5%",""
"M8_201_300_allrisk_lb9mo_bimonthly_top10_63d","9.6%/yr","11.2%/yr","14.2%/yr","-4.6 pp/yr","11.6%/yr","10.4%/yr","-4.7%/yr","14 of 16","11 of 18","-40.8%","17.7%/yr","0.62","0.74","494","285","28.6","75","51.8%","21.8%","-14.3%","1.53×","22.3%","-6.6%","-24.4%","64.0%","-17.5%","13.4%","59.2%","4.9%","-17.2%","43.0%","18.1%","-7.7%","43.8%","17.1%","-8.1%","11.5%","-7.6%","6.5%",""
"M10_301_500_riskmanaged_lb3mo_monthly_top15_21d","9.6%/yr","10.9%/yr","14.2%/yr","-4.6 pp/yr","12.5%/yr","12.0%/yr","-7.7%/yr","13 of 16","8 of 18","-55.1%","19.2%/yr","0.58","0.68","1,443","460","83.7","38","48.8%","16.1%","-10.7%","1.51×","17.1%","-0.4%","-0.6%","63.6%","-2.3%","41.9%","76.1%","-33.6%","-6.1%","26.2%","26.6%","-4.1%","22.9%","12.3%","-1.5%","-6.2%","-6.9%","-7.7%",""
"M8_201_300_allrisk_lb6mo_biweekly_top15_63d","9.6%/yr","10.9%/yr","14.2%/yr","-4.6 pp/yr","9.0%/yr","10.1%/yr","-5.9%/yr","14 of 16","10 of 18","-31.4%","16.5%/yr","0.65","0.78","1,422","422","82.5","50","49.1%","16.8%","-11.2%","1.50×","19.4%","-1.5%","-13.4%","49.4%","2.4%","12.3%","40.6%","-10.5%","-4.2%","-2.9%","32.7%","-17.9%","64.8%","27.6%","-7.4%","11.0%","-3.6%","4.0%",""
"M10_301_500_riskmanaged_lb9mo_bimonthly_top15_63d","9.6%/yr","10.8%/yr","14.2%/yr","-4.6 pp/yr","7.5%/yr","8.5%/yr","-7.7%/yr","15 of 16","11 of 18","-50.2%","18.5%/yr","0.60","0.68","681","311","39.5","72","52.3%","24.3%","-15.9%","1.53×","37.5%","-21.0%","14.5%","66.8%","-18.8%","51.6%","80.4%","-26.4%","-16.0%","27.1%","16.3%","-13.7%","15.4%","14.0%","-1.7%","-4.4%","7.5%","0.2%",""
"M6_151_200_allrisk_lb9mo_quarterly_top20_63d","9.6%/yr","10.9%/yr","14.2%/yr","-4.6 pp/yr","10.3%/yr","10.5%/yr","-3.2%/yr","15 of 16","13 of 18","-27.1%","13.7%/yr","0.75","0.83","561","254","32.5","126","56.0%","25.3%","-14.6%","1.74×","11.0%","2.8%","9.7%","38.8%","-18.4%","14.5%","42.3%","-12.6%","-6.4%","10.7%","30.9%","-2.5%","33.2%","19.3%","4.1%","15.7%","0.8%","-6.3%",""
"M10_301_500_allrisk_lb9mo_monthly_top10_63d","9.6%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","9.5%/yr","10.0%/yr","-6.3%/yr","14 of 16","11 of 18","-47.9%","17.3%/yr","0.62","0.79","748","390","43.4","44","48.0%","19.3%","-11.8%","1.63×","29.0%","-20.7%","1.1%","55.3%","7.5%","9.4%","55.7%","-19.0%","-23.8%","33.1%","15.9%","-0.6%","37.9%","21.1%","-2.1%","-1.1%","11.8%","-4.1%",""
"M7_161_275_riskmanaged_lb3mo_monthly_top10_21d","9.6%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","8.5%/yr","6.8%/yr","-13.1%/yr","13 of 16","13 of 18","-58.9%","20.8%/yr","0.55","0.72","1,175","343","68.1","39","50.1%","14.2%","-10.0%","1.42×","19.6%","-13.1%","13.9%","54.5%","0.4%","39.2%","73.1%","-38.6%","-13.7%","23.9%","13.9%","1.2%","15.3%","18.5%","-14.1%","9.2%","-1.3%","13.8%",""
"M5_101_150_allrisk_lb12mo_quarterly_top15_1y","9.5%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","11.0%/yr","10.1%/yr","-4.1%/yr","15 of 16","12 of 18","-33.0%","15.0%/yr","0.69","0.80","436","197","25.3","126","53.2%","25.3%","-13.0%","1.95×","12.0%","-4.2%","-2.7%","47.8%","6.0%","10.0%","46.8%","-13.2%","-6.3%","8.3%","18.4%","-13.4%","32.2%","24.5%","8.0%","6.8%","6.5%","0.0%",""
"M7_161_275_allrisk_lb3mo_monthly_top10_21d","9.5%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","9.2%/yr","9.1%/yr","-11.6%/yr","13 of 16","12 of 18","-57.8%","20.9%/yr","0.55","0.69","1,161","390","67.3","42","49.1%","15.0%","-10.2%","1.47×","19.6%","-13.1%","13.7%","54.9%","-0.2%","37.7%","67.5%","-38.9%","-5.9%","20.2%","20.4%","-18.3%","40.4%","8.2%","2.0%","9.0%","-11.0%","11.8%",""
"M5_101_150_allrisk_lb6mo_quarterly_top20_63d","9.5%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","10.3%/yr","9.4%/yr","-3.7%/yr","15 of 16","10 of 18","-29.9%","15.0%/yr","0.69","0.81","651","225","37.7","127","56.8%","22.2%","-13.7%","1.62×","11.8%","-0.8%","-2.0%","32.6%","3.5%","-2.2%","51.5%","-5.2%","-1.9%","13.3%","26.0%","-11.9%","36.7%","28.8%","-2.2%","-10.4%","1.9%","18.3%",""
"M7_161_275_allrisk_lb6mo_weekly_top15_63d","9.5%/yr","11.0%/yr","14.2%/yr","-4.7 pp/yr","11.7%/yr","9.0%/yr","-7.8%/yr","13 of 16","12 of 18","-39.9%","15.5%/yr","0.68","0.82","1,795","413","104.1","41","48.6%","14.4%","-9.7%","1.49×","13.5%","-2.9%","0.2%","65.5%","6.6%","20.9%","51.4%","-20.5%","-9.2%","8.4%","27.4%","-12.9%","25.1%","28.3%","-2.1%","14.4%","-17.4%","4.4%",""
"M8_201_300_allrisk_lb3mo_biweekly_top10_21d","9.5%/yr","11.1%/yr","14.2%/yr","-4.7 pp/yr","7.4%/yr","9.4%/yr","-13.0%/yr","13 of 16","11 of 18","-52.7%","19.1%/yr","0.58","0.76","1,692","443","98.1","26","46.7%","12.3%","-7.9%","1.54×","22.7%","5.4%","-10.9%","53.3%","-3.0%","40.0%","61.9%","-22.6%","-22.1%","9.2%","28.5%","-22.4%","54.3%","37.8%","-20.2%","-4.9%","2.4%","13.9%",""
"M7_161_275_allrisk_lb12mo_weekly_top10_1y","9.5%/yr","11.0%/yr","14.2%/yr","-4.7 pp/yr","9.2%/yr","7.5%/yr","-1.0%/yr","15 of 16","11 of 18","-32.1%","16.5%/yr","0.64","0.79","902","315","52.3","49","47.8%","18.7%","-11.8%","1.58×","22.9%","-14.6%","-7.7%","69.6%","-17.8%","20.6%","67.0%","-9.1%","-13.3%","38.9%","11.5%","-22.9%","28.1%","27.2%","0.1%","12.6%","2.0%","0.0%",""
"M11_501_800_allrisk_lb3mo_bimonthly_top15_21d","9.5%/yr","11.3%/yr","14.2%/yr","-4.7 pp/yr","11.3%/yr","8.8%/yr","-27.4%/yr","12 of 16","10 of 18","-70.5%","23.8%/yr","0.51","0.62","996","657","57.8","67","48.2%","27.5%","-17.1%","1.61×","42.2%","-22.0%","-6.3%","74.1%","-25.4%","48.9%","126.8%","-50.9%","-18.1%","-5.0%","67.5%","2.8%","39.5%","23.9%","6.7%","10.1%","-21.3%","-0.1%",""
"M5_101_150_riskmanaged_lb3mo_quarterly_top10_21d","9.5%/yr","11.0%/yr","14.2%/yr","-4.7 pp/yr","14.1%/yr","12.1%/yr","-16.0%/yr","12 of 16","10 of 18","-51.9%","20.5%/yr","0.55","0.70","512","189","29.7","96","53.1%","19.7%","-12.1%","1.63×","11.2%","-3.2%","-20.2%","48.8%","8.6%","10.5%","73.8%","-3.2%","-9.2%","33.9%","39.9%","-17.4%","39.8%","30.1%","-19.0%","-10.1%","-18.7%","22.4%",""
"M12_551_800_allrisk_lb9mo_monthly_top10_63d","9.5%/yr","11.4%/yr","14.2%/yr","-4.7 pp/yr","9.6%/yr","10.7%/yr","-6.6%/yr","14 of 16","14 of 18","-43.1%","18.6%/yr","0.59","0.77","768","471","44.5","46","49.6%","21.6%","-15.1%","1.43×","22.8%","-18.1%","5.6%","36.6%","-35.8%","51.4%","44.9%","-33.4%","8.6%","12.5%","32.2%","26.4%","32.3%","9.1%","17.0%","2.5%","2.5%","-3.1%",""
"M12_551_800_allrisk_lb3mo_bimonthly_top20_21d","9.5%/yr","11.1%/yr","14.2%/yr","-4.7 pp/yr","7.4%/yr","9.1%/yr","-21.5%/yr","12 of 16","11 of 18","-64.5%","23.2%/yr","0.51","0.61","1,285","723","74.5","68","47.5%","26.7%","-16.3%","1.63×","33.1%","-26.3%","-8.2%","74.3%","-7.3%","54.3%","100.5%","-43.4%","-15.2%","0.7%","29.5%","-0.8%","42.8%","6.5%","8.3%","3.0%","-10.4%","12.3%",""
"M5_101_150_allrisk_lb12mo_bimonthly_top15_1y","9.5%/yr","10.7%/yr","14.2%/yr","-4.7 pp/yr","7.3%/yr","10.3%/yr","-3.5%/yr","15 of 16","12 of 18","-32.4%","14.6%/yr","0.70","0.81","482","209","27.9","127","56.6%","24.3%","-15.7%","1.55×","10.3%","3.1%","-7.3%","43.2%","7.1%","32.0%","51.7%","-14.3%","-6.4%","12.0%","19.4%","-19.4%","26.2%","20.1%","8.8%","8.3%","-4.5%","0.0%",""
"M10_301_500_riskmanaged_lb3mo_monthly_top20_21d","9.5%/yr","10.7%/yr","14.2%/yr","-4.7 pp/yr","10.2%/yr","9.8%/yr","-7.7%/yr","13 of 16","10 of 18","-50.9%","17.3%/yr","0.62","0.71","1,749","494","101.4","38","49.9%","15.7%","-10.7%","1.47×","18.7%","6.9%","-2.5%","60.8%","4.9%","42.4%","60.4%","-30.3%","-4.6%","18.1%","24.5%","-5.8%","21.1%","9.3%","-2.3%","-4.6%","-6.3%","-5.9%",""
"M8_201_300_allrisk_lb9mo_weekly_top10_63d","9.5%/yr","11.4%/yr","14.2%/yr","-4.7 pp/yr","10.2%/yr","12.2%/yr","-9.4%/yr","14 of 16","10 of 18","-40.1%","16.7%/yr","0.64","0.81","1,153","355","66.9","37","47.7%","15.6%","-9.9%","1.58×","16.4%","-6.2%","-32.0%","76.8%","-8.7%","18.0%","67.6%","-14.6%","-11.5%","12.3%","36.4%","-26.7%","75.3%","11.3%","-0.1%","26.9%","4.3%","-8.1%",""
"M10_301_500_allrisk_lb6mo_weekly_top15_63d","9.5%/yr","11.2%/yr","14.2%/yr","-4.7 pp/yr","12.4%/yr","13.5%/yr","-18.8%/yr","14 of 16","13 of 18","-59.6%","17.7%/yr","0.61","0.73","1,989","569","115.3","33","46.3%","16.5%","-10.8%","1.53×","17.0%","-16.4%","4.2%","83.4%","7.8%","14.7%","61.3%","-37.4%","-16.4%","2.3%","27.2%","-19.1%","49.6%","16.1%","20.5%","14.5%","4.2%","-7.1%",""
"M5_101_150_allrisk_lb3mo_monthly_top10_21d","9.5%/yr","10.9%/yr","14.2%/yr","-4.7 pp/yr","7.2%/yr","10.1%/yr","-0.7%/yr","15 of 16","13 of 18","-32.6%","17.7%/yr","0.61","0.79","1,055","248","61.2","47","50.4%","12.3%","-8.2%","1.49×","13.5%","4.1%","-14.8%","37.3%","-1.2%","16.5%","43.6%","-12.9%","14.2%","13.4%","27.8%","-15.1%","18.8%","22.2%","1.0%","-9.9%","7.5%","19.8%",""
"M9_276_550_allrisk_lb6mo_biweekly_top15_63d","9.5%/yr","11.1%/yr","14.2%/yr","-4.8 pp/yr","13.0%/yr","11.9%/yr","-21.6%/yr","13 of 16","10 of 18","-59.6%","18.6%/yr","0.59","0.70","1,531","626","88.8","44","46.4%","19.7%","-12.3%","1.61×","16.1%","-15.0%","3.9%","72.8%","-7.2%","32.7%","87.7%","-37.5%","-18.3%","-5.5%","21.7%","-8.4%","52.9%","27.5%","-7.9%","15.9%","8.9%","-4.7%",""
"M12_551_800_allrisk_lb6mo_bimonthly_top10_63d","9.5%/yr","11.1%/yr","14.2%/yr","-4.8 pp/yr","7.7%/yr","10.9%/yr","-8.8%/yr","12 of 16","10 of 18","-43.8%","21.3%/yr","0.54","0.70","551","452","31.9","74","46.3%","29.1%","-17.0%","1.71×","38.6%","-15.5%","-10.3%","18.0%","-28.2%","27.4%","75.3%","-14.6%","19.7%","-9.2%","49.4%","-3.7%","47.2%","6.2%","14.4%","-1.9%","-5.1%","7.3%",""
"M9_276_550_riskmanaged_lb6mo_monthly_top10_63d","9.4%/yr","10.6%/yr","14.2%/yr","-4.8 pp/yr","12.7%/yr","11.4%/yr","-12.2%/yr","13 of 16","10 of 18","-41.2%","20.7%/yr","0.55","0.70","988","392","57.3","37","48.6%","16.1%","-10.7%","1.50×","31.4%","-6.8%","-2.2%","52.3%","-8.7%","0.9%","102.4%","-28.6%","17.1%","3.6%","31.6%","7.3%","33.8%","33.5%","-5.8%","-11.2%","-13.5%","-11.8%",""
"M4_76_160_allrisk_lb3mo_bimonthly_top15_21d","9.4%/yr","10.8%/yr","14.2%/yr","-4.8 pp/yr","8.6%/yr","9.1%/yr","-4.3%/yr","15 of 16","11 of 18","-39.7%","18.5%/yr","0.59","0.70","1,031","275","59.8","73","54.9%","15.4%","-11.3%","1.37×","9.4%","14.7%","-11.4%","51.7%","-17.5%","24.6%","68.5%","-20.1%","-11.1%","23.4%","36.6%","-18.2%","10.0%","25.2%","9.6%","-2.5%","-5.7%","19.4%",""
"M10_301_500_riskmanaged_lb9mo_biweekly_top20_63d","9.4%/yr","10.8%/yr","14.2%/yr","-4.8 pp/yr","14.0%/yr","11.7%/yr","-6.2%/yr","11 of 16","9 of 18","-48.9%","17.8%/yr","0.60","0.70","1,682","438","97.5","47","48.6%","19.3%","-12.8%","1.51×","15.9%","-12.2%","-2.9%","70.2%","4.5%","25.3%","75.0%","-35.4%","-1.6%","35.2%","14.3%","-0.0%","37.4%","15.0%","-4.6%","-10.3%","-2.2%","-5.8%",""
"M4_76_160_allrisk_lb9mo_quarterly_top20_63d","9.4%/yr","10.7%/yr","14.2%/yr","-4.8 pp/yr","10.3%/yr","10.6%/yr","0.8%/yr","16 of 16","12 of 18","-24.9%","14.3%/yr","0.71","0.82","588","238","34.1","126","56.1%","23.6%","-13.4%","1.75×","7.5%","-2.4%","0.9%","33.5%","-2.9%","6.1%","43.8%","-10.3%","-2.3%","16.9%","28.1%","-15.0%","36.4%","20.4%","5.0%","9.7%","7.5%","-0.7%",""
"M4_76_160_allrisk_lb12mo_quarterly_top15_1y","9.4%/yr","10.6%/yr","14.2%/yr","-4.8 pp/yr","8.9%/yr","9.7%/yr","1.5%/yr","16 of 16","13 of 18","-29.0%","13.4%/yr","0.75","0.89","431","212","25.0","122","57.5%","23.2%","-14.1%","1.65×","9.2%","5.6%","-9.2%","50.1%","-3.1%","16.9%","33.4%","-6.3%","3.2%","15.7%","23.7%","-19.2%","29.4%","15.6%","0.0%","11.1%","6.7%","0.0%",""
"M4_76_160_allrisk_lb3mo_bimonthly_top20_21d","9.4%/yr","10.7%/yr","14.2%/yr","-4.8 pp/yr","8.7%/yr","9.4%/yr","-7.2%/yr","15 of 16","11 of 18","-39.7%","16.6%/yr","0.63","0.75","1,276","279","74.0","75","54.8%","15.8%","-11.4%","1.38×","8.5%","8.6%","-8.1%","51.4%","-3.4%","23.5%","57.5%","-25.3%","-5.6%","13.4%","34.8%","-18.1%","17.9%","21.1%","10.0%","-4.9%","-2.2%","18.2%",""
"M12_551_800_allrisk_lb3mo_bimonthly_top15_21d","9.4%/yr","11.1%/yr","14.2%/yr","-4.8 pp/yr","8.5%/yr","9.7%/yr","-19.2%/yr","13 of 16","12 of 18","-63.9%","23.7%/yr","0.50","0.61","978","642","56.7","67","48.1%","26.7%","-16.8%","1.58×","38.3%","-23.3%","-9.3%","69.6%","-25.0%","56.3%","105.4%","-43.4%","-13.9%","8.1%","39.8%","5.8%","26.4%","11.6%","5.6%","6.1%","-14.2%","13.1%",""
"M9_276_550_riskmanaged_lb9mo_biweekly_top10_63d","9.4%/yr","11.3%/yr","14.2%/yr","-4.8 pp/yr","10.9%/yr","14.3%/yr","-12.1%/yr","11 of 16","10 of 18","-42.9%","21.9%/yr","0.53","0.65","1,039","381","60.2","47","48.1%","19.7%","-13.5%","1.46×","20.5%","-27.7%","12.2%","48.6%","-19.2%","9.6%","105.7%","-17.3%","-18.6%","39.6%","37.9%","-8.0%","79.1%","30.8%","-6.5%","-20.8%","3.3%","-16.9%",""
"M7_161_275_allrisk_lb9mo_biweekly_top10_63d","9.4%/yr","11.2%/yr","14.2%/yr","-4.8 pp/yr","10.6%/yr","11.4%/yr","-5.7%/yr","14 of 16","11 of 18","-39.2%","16.4%/yr","0.64","0.78","891","323","51.7","47","51.1%","17.0%","-12.0%","1.42×","10.4%","-16.2%","-9.5%","43.0%","-13.3%","41.0%","55.2%","-11.3%","-20.5%","36.7%","27.0%","-20.9%","52.4%","19.2%","-3.4%","15.6%","2.7%","2.1%",""
"M6_151_200_allrisk_lb12mo_monthly_top10_1y","9.4%/yr","10.6%/yr","14.2%/yr","-4.8 pp/yr","11.7%/yr","11.3%/yr","-4.9%/yr","14 of 16","12 of 18","-28.2%","15.9%/yr","0.65","0.78","486","238","28.2","93","54.9%","21.4%","-14.4%","1.49×","12.0%","8.8%","7.9%","58.1%","-5.0%","4.7%","39.7%","-5.9%","-5.3%","17.0%","18.4%","1.4%","16.1%","30.0%","-2.4%","13.3%","-22.3%","0.0%",""
"M12_551_800_allrisk_lb12mo_bimonthly_top15_1y","9.4%/yr","11.2%/yr","14.2%/yr","-4.9 pp/yr","9.3%/yr","13.0%/yr","-21.2%/yr","11 of 16","11 of 18","-61.2%","18.8%/yr","0.58","0.70","507","444","29.4","118","47.9%","37.9%","-21.2%","1.79×","30.1%","-32.0%","-14.0%","51.8%","7.5%","84.8%","42.3%","-37.8%","-20.3%","-1.2%","31.8%","15.2%","60.4%","14.6%","4.9%","0.5%","-0.7%","0.0%",""
"M8_201_300_allrisk_lb9mo_biweekly_top10_63d","9.3%/yr","11.3%/yr","14.2%/yr","-4.9 pp/yr","11.1%/yr","13.9%/yr","-9.7%/yr","10 of 16","10 of 18","-46.1%","17.1%/yr","0.62","0.77","907","338","52.6","46","48.5%","17.4%","-11.4%","1.52×","21.8%","-9.8%","-32.9%","56.4%","-11.9%","32.1%","61.5%","-6.2%","-19.2%","22.3%","54.4%","-16.0%","57.9%","27.8%","2.2%","-15.7%","7.3%","-3.8%",""
