ticker,company_name,sector,screener_url
MADHAVIPL,Madhav Infra Projects Ltd,Construction,/company/MADHAVIPL/consolidated/
ALANKIT,Alankit Ltd,Services,/company/ALANKIT/consolidated/
BASML,Bannari Amman Spinning Mills Ltd,Textiles,/company/BASML/consolidated/
ELGIRUBCO,Elgi Rubber Company Ltd,Capital Goods,/company/ELGIRUBCO/consolidated/
ESSENTIA,Integra Essentia Ltd,Services,/company/ESSENTIA/consolidated/
NECLIFE,Nectar Lifescience Ltd,Healthcare,/company/NECLIFE/consolidated/
VIKASECO,Vikas Ecotech Ltd,Chemicals,/company/VIKASECO/consolidated/
ALMONDZ,Almondz Global Securities Ltd,Financial Services,/company/ALMONDZ/consolidated/
ZODIACLOTH,Zodiac Clothing Company Ltd,Textiles,/company/ZODIACLOTH/consolidated/
EMPOWER,Empower India Ltd,Information Technology,/company/EMPOWER/consolidated/
TAMBOLIIN,Tamboli Industries Ltd,Financial Services,/company/TAMBOLIIN/consolidated/
AFFORDABLE,Affordable Robotic & Automation Ltd,Capital Goods,/company/AFFORDABLE/consolidated/
SETCO,Setco Automotive Ltd,Automobile and Auto Components,/company/SETCO/consolidated/
WORTHPERI,Worth Peripherals Ltd,Capital Goods,/company/WORTHPERI/consolidated/
TICL,Twamev Construction & Infrastructure Ltd,Construction,/company/TICL/consolidated/
MAHESHWARI,Maheshwari Logistics Ltd,Diversified,/company/MAHESHWARI/consolidated/
AARVI,Aarvi Encon Ltd,Services,/company/AARVI/consolidated/
RRIL,RRIL Ltd,Textiles,/company/RRIL/consolidated/
SICAGEN,Sicagen India Ltd,Services,/company/SICAGEN/consolidated/
DRCSYSTEMS,DRC Systems India Ltd,Information Technology,/company/DRCSYSTEMS/consolidated/
IWP,The Indian Wood Products Company Ltd,Forest Materials,/company/IWP/consolidated/
VIPULLTD,Vipul Ltd,Realty,/company/VIPULLTD/consolidated/
SPCENET,Spacenet Enterprises India Ltd,Services,/company/SPCENET/consolidated/
BROOKS,Brooks Laboratories Ltd,Healthcare,/company/BROOKS/consolidated/
CCHHL,Country Club Hospitality & Holidays Ltd,Consumer Services,/company/CCHHL/consolidated/
DSFCL,DCM Shriram Fine Chemicals Ltd,Chemicals,/company/DSFCL/consolidated/
AIRAN,Airan Ltd,Information Technology,/company/AIRAN/consolidated/
JMA,Jullundur Motor Agency (Delhi) Ltd,Automobile and Auto Components,/company/JMA/consolidated/
DELPHIFX,Delphi World Money Ltd,Financial Services,/company/DELPHIFX/consolidated/
GRAVISSHO,Graviss Hospitality Ltd,Consumer Services,/company/GRAVISSHO/consolidated/
ASPINWALL,Aspinwall & Company Ltd,Services,/company/ASPINWALL/consolidated/
GICL,Globe International Carriers Ltd,Services,/company/GICL/consolidated/
GILLANDERS,Gillanders Arbuthnot & Company Ltd,Fast Moving Consumer Goods,/company/GILLANDERS/consolidated/
QMSMEDI,QMS Medical Allied Services Ltd,Healthcare,/company/QMSMEDI/consolidated/
SUMIT,Sumit Woods Ltd,Realty,/company/SUMIT/consolidated/
QUINT,Quint Digital Ltd,"Media, Entertainment & Publication",/company/QUINT/consolidated/
NEAGI,Neelamalai Agro Industries Ltd,Fast Moving Consumer Goods,/company/NEAGI/consolidated/
NAGAFERT,Nagarjuna Fertilizers & Chemicals Ltd,Chemicals,/company/NAGAFERT/consolidated/
SURYALA,Suryalata Spinning Mills Ltd,Textiles,/company/SURYALA/consolidated/
COMFINTE,Comfort Intech Ltd,Fast Moving Consumer Goods,/company/COMFINTE/consolidated/
RACE,Race Eco Chain Ltd,Utilities,/company/RACE/consolidated/
HBESD,HB Estate Developers Ltd,Realty,/company/HBESD/consolidated/
VIRINCHI,Virinchi Ltd,Information Technology,/company/VIRINCHI/consolidated/
DCM,DCM Ltd,Information Technology,/company/DCM/consolidated/
SUPREME,Supreme Holdings & Hospitality Ltd,Realty,/company/SUPREME/consolidated/
GSLSU,Global Surfaces Ltd,Consumer Durables,/company/GSLSU/consolidated/
LANCORHOL,Lancor Holdings Ltd,Realty,/company/LANCORHOL/consolidated/
SMARTLINK,Smartlink Holdings Ltd,Information Technology,/company/SMARTLINK/consolidated/
CPCAP,CP Capital Limited,Financial Services,/company/CPCAP/consolidated/
SUPERHOUSE,Superhouse Ltd,Consumer Durables,/company/SUPERHOUSE/consolidated/
DGCONTENT,Digicontent Ltd,"Media, Entertainment & Publication",/company/DGCONTENT/consolidated/
KAMOPAINTS,Kamdhenu Ventures Ltd,Consumer Durables,/company/KAMOPAINTS/consolidated/
SHBAJRG,Shri Bajrang Alliance Ltd,Capital Goods,/company/SHBAJRG/consolidated/
DEVIT,Dev Information Technology Ltd,Information Technology,/company/DEVIT/consolidated/
AVAILFC,Available Finance Ltd,Financial Services,/company/AVAILFC/consolidated/
THACKER,Thacker & Company Ltd,Financial Services,/company/THACKER/consolidated/
METROGLOBL,Metroglobal Ltd,Services,/company/METROGLOBL/consolidated/
NATCAPSUQ,Natural Capsules Ltd,Healthcare,/company/NATCAPSUQ/consolidated/
AMJLAND,AMJ Land Holdings Ltd,Realty,/company/AMJLAND/consolidated/
TRIGYN,Trigyn Technologies Ltd,Information Technology,/company/TRIGYN/consolidated/
VITAL,Vital Chemtech Ltd,Chemicals,/company/VITAL/consolidated/
BRNL,Bharat Road Network Ltd,Construction,/company/BRNL/consolidated/
PML,Paul Merchants Ltd,Financial Services,/company/PML/consolidated/
AUSOMENT,Ausom Enterprise Ltd,Consumer Durables,/company/AUSOMENT/consolidated/
ARCHIDPLY,Archidply Industries Ltd,Consumer Durables,/company/ARCHIDPLY/consolidated/
RELIABLE,Reliable Data Services Ltd,Financial Services,/company/RELIABLE/consolidated/
SADBHAV,Sadbhav Engineering Ltd,Construction,/company/SADBHAV/consolidated/
WIPL,Western India Plywoods Ltd,Consumer Durables,/company/WIPL/consolidated/
URAVIDEF,Uravi Defence & Technology Ltd,Automobile and Auto Components,/company/URAVIDEF/consolidated/
INDOWIND,Indowind Energy Ltd,Power,/company/INDOWIND/consolidated/
PRAENG,Prajay Engineers Syndicate Ltd,Realty,/company/PRAENG/consolidated/
DTIL,Dhunseri Tea & Industries Ltd,Fast Moving Consumer Goods,/company/DTIL/consolidated/
AIROLAM,Airo Lam Ltd,Consumer Durables,/company/AIROLAM/consolidated/
ALPA,Alpa Laboratories Ltd,Healthcare,/company/ALPA/consolidated/
RUCHINFRA,Ruchi Infrastructure Ltd,Services,/company/RUCHINFRA/consolidated/
KEYFINSERV,Keynote Financial Services Ltd,Financial Services,/company/KEYFINSERV/consolidated/
MITCON,Mitcon Consultancy & Engineering Services Ltd,Services,/company/MITCON/consolidated/
SAMPANN,Sampann Utpadan India Ltd,Capital Goods,/company/SAMPANN/consolidated/
SHAHALLOYS,Shah Alloys Ltd,Capital Goods,/company/SHAHALLOYS/consolidated/
TEXMOPIPES,Texmo Pipes & Products Ltd,Capital Goods,/company/TEXMOPIPES/consolidated/
SONAL,Sonal Mercantile Ltd,Financial Services,/company/SONAL/consolidated/
ISFT,Intrasoft Technologies Ltd,Consumer Services,/company/ISFT/consolidated/
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,Financial Services,/company/MAHAPEXLTD/consolidated/
INDIANCARD,Indian Card Clothing Company Ltd,Textiles,/company/INDIANCARD/consolidated/
BALAXI,Balaxi Pharmaceuticals Ltd,Healthcare,/company/BALAXI/consolidated/
BALPHARMA,Bal Pharma Ltd,Healthcare,/company/BALPHARMA/consolidated/
MUKTAARTS,Mukta Arts Ltd,"Media, Entertainment & Publication",/company/MUKTAARTS/consolidated/
TARMAT,Tarmat Ltd,Construction,/company/TARMAT/consolidated/
LAHOTIOV,Lahoti Overseas Ltd,Services,/company/LAHOTIOV/consolidated/
WEIZMANIND,Weizmann Ltd,Textiles,/company/WEIZMANIND/consolidated/
GANGESSECU,Ganges Securities Ltd,Fast Moving Consumer Goods,/company/GANGESSECU/consolidated/
XELPMOC,Xelpmoc Design and Tech Ltd,Information Technology,/company/XELPMOC/consolidated/
SHRIKRISH,Shri Krishna Devcon Ltd,Realty,/company/SHRIKRISH/consolidated/
ALPHAGEO,Alphageo (India) Ltd,"Oil, Gas & Consumable Fuels",/company/ALPHAGEO/consolidated/
ONELIFECAP,Onelife Capital Advisors Ltd,Financial Services,/company/ONELIFECAP/consolidated/
REPL,Rudrabhishek Enterprises Ltd,Construction,/company/REPL/consolidated/
BCPL,BCPL Railway Infrastructure Ltd,Construction,/company/BCPL/consolidated/
ANIKINDS,Anik Industries Ltd,Services,/company/ANIKINDS/consolidated/
PREMCO,Premco Global Ltd,Textiles,/company/PREMCO/consolidated/
SAMBHAAV,Sambhaav Media Ltd,"Media, Entertainment & Publication",/company/SAMBHAAV/consolidated/
BEARDSELL,Beardsell Ltd,Capital Goods,/company/BEARDSELL/consolidated/
AKSHOPTFBR,Aksh Optifibre Ltd,Telecommunication,/company/AKSHOPTFBR/consolidated/
PARSVNATH,Parsvnath Developers Ltd,Realty,/company/PARSVNATH/consolidated/
DBSTOCKBRO,DB (International) Stock Brokers Ltd,Financial Services,/company/DBSTOCKBRO/consolidated/
STEELCITY,Steel City Securities Ltd,Financial Services,/company/STEELCITY/consolidated/
LANDSMILL,Landsmill Green Limited,Services,/company/LANDSMILL/consolidated/
MOTOGENFIN,Motor & General Finance Ltd,Services,/company/MOTOGENFIN/consolidated/
BTML,Bodhi Tree Multimedia Ltd,"Media, Entertainment & Publication",/company/BTML/consolidated/
THAKDEV,Thakkers Developers Ltd,Realty,/company/THAKDEV/consolidated/
VAISHALI,Vaishali Pharma Ltd,Healthcare,/company/VAISHALI/consolidated/
BNALTD,B & A Ltd,Fast Moving Consumer Goods,/company/BNALTD/consolidated/
PIONRINV,Pioneer Investcorp Ltd,Financial Services,/company/PIONRINV/consolidated/
COMPUSOFT,Compucom Software Ltd,Consumer Services,/company/COMPUSOFT/consolidated/
DUCON,Ducon Infratechnologies Ltd,Capital Goods,/company/DUCON/consolidated/
RSDFIN,RSD Finance Ltd,Financial Services,/company/RSDFIN/consolidated/
CINEVISTA,Cinevista Ltd,Realty,/company/CINEVISTA/consolidated/
HINDCON,Hindcon Chemicals Ltd,Chemicals,/company/HINDCON/consolidated/
SEMAC,Semac Construction Ltd,Construction,/company/SEMAC/consolidated/
BAGFILMS,B A G Films & Media Ltd,"Media, Entertainment & Publication",/company/BAGFILMS/consolidated/
OSWALSEEDS,Shreeoswal Seeds & Chemicals Ltd,Fast Moving Consumer Goods,/company/OSWALSEEDS/consolidated/
GLOBE,Globe Enterprises (India) Ltd,Textiles,/company/GLOBE/consolidated/
GOYALALUM,Goyal Aluminiums Ltd,Services,/company/GOYALALUM/consolidated/
INVENTURE,Inventure Growth & Securities Ltd,Financial Services,/company/INVENTURE/consolidated/
BANKA,Banka Bioloo Ltd,Construction,/company/BANKA/consolidated/
TOKYOPLAST,Tokyo Plast International Ltd,Consumer Durables,/company/TOKYOPLAST/consolidated/
SADBHIN,Sadbhav Infrastructure Projects Ltd,Construction,/company/SADBHIN/consolidated/
PALASHSECU,Palash Securities Ltd,Fast Moving Consumer Goods,/company/PALASHSECU/consolidated/
KOHINOOR,Kohinoor Foods Ltd,Fast Moving Consumer Goods,/company/KOHINOOR/consolidated/
RSSOFTWARE,R S Software (India) Ltd,Information Technology,/company/RSSOFTWARE/consolidated/
BVCL,Barak Valley Cements Ltd,Construction Materials,/company/BVCL/consolidated/
NOIDATOLL,Noida Toll Bridge Company Ltd,Services,/company/NOIDATOLL/consolidated/
TOTAL,Total Transport Systems Ltd,Services,/company/TOTAL/consolidated/
ACCURACY,Accuracy Shipping Ltd,Services,/company/ACCURACY/consolidated/
CALSOFT,California Software Company Ltd,Information Technology,/company/CALSOFT/consolidated/
ZENITHSTL,Zenith Steel Pipes & Industries Ltd,Capital Goods,/company/ZENITHSTL/consolidated/
ENERGYDEV,Energy Development Company Ltd,Power,/company/ENERGYDEV/consolidated/
UMAEXPORTS,Uma Exports Ltd,Services,/company/UMAEXPORTS/consolidated/
DIGIDRIVE,Digidrive Distributors Ltd,Consumer Services,/company/DIGIDRIVE/consolidated/
PALREDTEC,Palred Technologies Ltd,Information Technology,/company/PALREDTEC/consolidated/
PIONEEREMB,Pioneer Embroideries Ltd,Textiles,/company/PIONEEREMB/consolidated/
ROLLT,Rollatainers Ltd,Capital Goods,/company/ROLLT/consolidated/
DELTAMAGNT,Delta Manufacturing Ltd,Capital Goods,/company/DELTAMAGNT/consolidated/
JHS,JHS Svendgaard Laboratories Ltd,Fast Moving Consumer Goods,/company/JHS/consolidated/
ORCHASP,Orchasp Ltd,Information Technology,/company/ORCHASP/consolidated/
TFL,Transwarranty Finance Ltd,Financial Services,/company/TFL/consolidated/
SECURKLOUD,SecureKloud Technologies Ltd,Information Technology,/company/SECURKLOUD/consolidated/
HGM,Handson Global Management (HGM) Ltd,Information Technology,/company/HGM/consolidated/
FMNL,Future Market Networks Ltd,Services,/company/FMNL/consolidated/
CTE,Cambridge Technology Enterprises Ltd,Information Technology,/company/CTE/consolidated/
AGROPHOS,Agro Phos India Ltd,Chemicals,/company/AGROPHOS/consolidated/
VIVIMEDLAB,Vivimed Labs Ltd,Healthcare,/company/VIVIMEDLAB/consolidated/
HYBRIDFIN,Hybrid Financial Services Ltd,Financial Services,/company/HYBRIDFIN/consolidated/
3PLAND,3P Land Holdings Ltd,Financial Services,/company/3PLAND/consolidated/
SUVIDHAA,Suvidhaa Infoserve Ltd,Financial Services,/company/SUVIDHAA/consolidated/
ICDSLTD,ICDS Ltd,Services,/company/ICDSLTD/consolidated/
BLUECOAST,Blue Coast Hotels Ltd,Consumer Services,/company/BLUECOAST/consolidated/
GAYAHWS,Gayatri Highways Ltd,Services,/company/GAYAHWS/consolidated/
AKI,AKI India Ltd,Consumer Durables,/company/AKI/consolidated/
ADROITINFO,Adroit Infotech Ltd,Information Technology,/company/ADROITINFO/consolidated/
PRUDMOULI,Prudential Sugar Corporation Ltd,Fast Moving Consumer Goods,/company/PRUDMOULI/consolidated/
SVPGLOB,SVP Global Textiles Ltd,Textiles,/company/SVPGLOB/consolidated/
MADHUCON,Madhucon Projects Ltd,Construction,/company/MADHUCON/consolidated/
AKASH,Akash Infraprojects Ltd,Construction,/company/AKASH/consolidated/
MITTAL,Mittal Life Style Ltd,Textiles,/company/MITTAL/consolidated/
SAGARDEEP,Sagardeep Alloys Ltd,Capital Goods,/company/SAGARDEEP/consolidated/
BANG,Bang Overseas Ltd,Textiles,/company/BANG/consolidated/
ABMINTLLTD,A B M International Ltd,Services,/company/ABMINTLLTD/consolidated/
NKIND,N K Industries Ltd,Fast Moving Consumer Goods,/company/NKIND/consolidated/
ASHOKAMET,Ashoka Metcast Ltd,Metals & Mining,/company/ASHOKAMET/consolidated/
HBSL,HB Stockholdings Ltd,Financial Services,/company/HBSL/consolidated/
CYBERMEDIA,Cyber Media (India) Ltd,"Media, Entertainment & Publication",/company/CYBERMEDIA/consolidated/
MOHITIND,Mohit Industries Ltd,Textiles,/company/MOHITIND/consolidated/
AKG,AKG Exim Ltd,Services,/company/AKG/consolidated/
MADHAV,Madhav Marbles and Granites Ltd,Consumer Durables,/company/MADHAV/consolidated/
21STCENMGM,Twenty First Century Management Services Ltd,Financial Services,/company/21STCENMGM/consolidated/
GSS,GSS Infotech Ltd,Information Technology,/company/GSS/consolidated/
PNC,Pritish Nandy Communications Ltd,"Media, Entertainment & Publication",/company/PNC/consolidated/
KRIDHANINF,Kridhan Infra Ltd,Construction,/company/KRIDHANINF/consolidated/
GTECJAINX,G-Tec Janix Education Ltd,Consumer Services,/company/GTECJAINX/consolidated/
KANANIIND,Kanani Industries Ltd,Consumer Durables,/company/KANANIIND/consolidated/
LIBAS,Libas Consumer Products Ltd,Textiles,/company/LIBAS/consolidated/
KAUSHALYA,Kaushalya Infrastructure Development Corpn Ltd,Consumer Services,/company/KAUSHALYA/consolidated/
WILLAMAGOR,Williamson Magor & Company Ltd,Financial Services,/company/WILLAMAGOR/consolidated/
TREEHOUSE,Tree House Education & Accessories Ltd,Consumer Services,/company/TREEHOUSE/consolidated/
KHANDSE,Khandwala Securities Ltd,Financial Services,/company/KHANDSE/consolidated/
SILLYMONKS,Silly Monks Entertainment Ltd,"Media, Entertainment & Publication",/company/SILLYMONKS/consolidated/
MFML,Mahalaxmi Fabric Mills Ltd,Textiles,/company/MFML/consolidated/
FLEXITUFF,Flexituff Ventures International Ltd,Textiles,/company/FLEXITUFF/consolidated/
TVVISION,TV Vision Ltd,"Media, Entertainment & Publication",/company/TVVISION/consolidated/
RADAAN,Radaan Mediaworks (I) Ltd,"Media, Entertainment & Publication",/company/RADAAN/consolidated/
RETAIL,JHS Svendgaard Retail Ventures Ltd,Consumer Services,/company/RETAIL/consolidated/
GATECHDVR,GACM Technologies Ltd-DVR,Financial Services,/company/GATECHDVR/consolidated/
SHANTI,Shanti Overseas (India) Ltd,Fast Moving Consumer Goods,/company/SHANTI/consolidated/
