ticker,ex_date,action_type,stored_ratio,ratio,verdict,expected_gap,observed_gap,already_applied,needs_ratio_write
INDIANHUME,2010-08-30,BONUS,0.0001,0.0001,no_price_data,10.001,,False,False
INDIANHUME,2016-12-09,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
INDIANHUME,2016-12-09,BONUS,1.0,1.0,no_price_data,4.0,,False,False
INDNIPPON,2011-09-20,BONUS,0.4,0.4,no_price_data,1.4,,False,False
INDNIPPON,2018-03-21,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
INDOCO,2012-05-17,SPLIT,5.0,5.0,no_price_data,7.5,,False,False
INDOCO,2012-05-17,BONUS,0.5,0.5,no_price_data,7.5,,False,False
INDOTHAI,2025-07-18,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
INDOTHAI,2025-09-15,BONUS,9.0,9.0,no_price_data,10.0,,False,False
INDTERRAIN,2015-12-21,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
INFINITE,2017-11-01,BONUS,0.038461538461538464,0.038461538461538464,confirmed,1.0384615384615385,1.025789239662072,False,False
INFOBEAN,2026-02-27,SPLIT,4.0,4.0,no_price_data,16.0,,False,False
INFOBEAN,2026-02-27,BONUS,3.0,3.0,no_price_data,16.0,,False,False
INFODRIVE,2014-12-24,SPLIT,10.0,10.0,confirmed,10.0,9.187499999999998,False,False
INFY,2006-07-13,BONUS,1.0,1.0,contradicted,2.0,0.5032342449464924,True,False
INFY,2014-12-02,BONUS,1.0,1.0,no_price_data,2.0,,False,False
INFY,2018-09-04,BONUS,1.0,1.0,no_price_data,2.0,,False,False
INOXWIND,2024-05-24,BONUS,3.0,3.0,no_price_data,4.0,,False,False
INSECTICID,2015-04-16,BONUS,0.5,0.5,no_price_data,1.5,,False,False
INSECTICID,2022-09-30,BONUS,0.5,0.5,no_price_data,1.5,,False,False
INVENTURE,2012-05-22,BONUS,3.0,3.0,no_price_data,4.0,,False,False
INVENTURE,2021-06-24,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
IOC,2009-10-29,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IOC,2016-10-18,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IOC,2018-03-15,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IOC,2022-06-30,BONUS,0.5,0.5,no_price_data,1.5,,False,False
IOLCP,2025-03-11,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IONEXCHANG,2023-06-12,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
IPCALAB,2010-03-22,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IPCALAB,2022-01-10,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
IRB,2020-07-16,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
IRB,2023-02-22,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
IRB,2026-03-30,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IRCON,2020-04-03,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IRCON,2021-05-20,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IRCTC,2021-10-28,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IRISDOREME,2023-08-11,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IRISDOREME,2025-07-04,BONUS,1.0,1.0,no_price_data,2.0,,False,False
ITC,2010-08-03,BONUS,1.0,1.0,no_price_data,2.0,,False,False
ITC,2016-07-01,BONUS,0.5,0.5,no_price_data,1.5,,False,False
IVC,2008-07-28,BONUS,0.5,0.5,no_price_data,1.5,,False,False
IVC,2009-09-16,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
IVC,2013-12-26,BONUS,0.5,0.5,no_price_data,1.5,,False,False
IVRCLAH,2010-05-20,BONUS,0.5,0.5,confirmed,1.5,1.495210329029571,False,False
IVRCLINFRA,2010-03-18,BONUS,1.0,1.0,confirmed,2.0,1.955844155844156,False,False
J&KBANK,2014-09-04,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
JAGRAN,2006-11-02,BONUS,0.2,0.2,already_adjusted,1.2,0.9743613533741575,True,False
JAGRAN,2008-01-09,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JAGSNPHARM,2025-01-08,SPLIT,2.5,2.5,no_price_data,2.5,,False,False
JAIBALAJI,2025-01-17,SPLIT,5.0,5.0,already_adjusted,5.0,0.9912679425837322,True,False
JAMNAAUTO,2015-12-03,SPLIT,10.0,10.0,no_price_data,10.001,,False,False
JAMNAAUTO,2015-12-03,BONUS,0.0001,0.0001,no_price_data,10.001,,False,False
JAMNAAUTO,2017-10-05,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JASH,2024-10-30,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JAYAGROGN,2006-04-13,SPLIT,4.0,4.0,contradicted,4.0,0.5113445378151261,True,False
JAYAGROGN,2017-08-01,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
JAYAGROGN,2017-08-01,BONUS,1.0,1.0,no_price_data,4.0,,False,False
JAYBARMARU,2006-09-25,SPLIT,10.0,10.0,contradicted,10.001,0.19283212241024902,True,False
JAYBARMARU,2006-09-25,BONUS,0.0001,0.0001,contradicted,10.001,0.19283212241024902,True,False
JAYBARMARU,2021-06-07,BONUS,1.0,1.0,no_price_data,2.0,,False,False
JAYBARMARU,2023-10-26,SPLIT,2.5,2.5,no_price_data,2.5,,False,False
JAYSREETEA,2010-08-13,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JBCHEPHARM,2011-08-29,BONUS,0.0001,0.0001,already_adjusted,1.0001,1.0475883464012337,True,False
JBCHEPHARM,2023-09-18,SPLIT,2.0,2.0,already_adjusted,2.0,0.9958072337846028,True,False
JBMA,2007-10-24,BONUS,0.5,0.5,no_price_data,1.5,,False,False
JBMA,2014-09-09,BONUS,2.9387,2.9387,no_price_data,3.9387,,False,False
JBMA,2014-10-08,SPLIT,1.0,1.0,no_price_data,1.0,,False,False
JBMA,2022-02-21,SPLIT,2.5,2.5,no_price_data,2.5,,False,False
JBMA,2025-01-31,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JETFREIGHT,2022-05-19,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JINDALPHOT,2016-05-26,BONUS,0.796,0.796,no_price_data,1.796,,False,False
JINDALPOLY,2010-10-22,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
JINDALPOLY,2010-10-22,BONUS,1.0,1.0,no_price_data,4.0,,False,False
JINDALSAW,2009-12-10,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JINDALSAW,2024-10-09,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JINDALSTEL,2008-01-21,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JINDALSTEL,2009-09-14,BONUS,4.9728,4.9728,no_price_data,5.9728,,False,False
JINDRILL,2008-11-06,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JINDWORLD,2017-12-26,SPLIT,50.0,50.0,no_price_data,50.005,,False,False
JINDWORLD,2017-12-26,BONUS,0.0001,0.0001,no_price_data,50.005,,False,False
JINDWORLD,2018-10-31,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JINDWORLD,2025-02-28,SPLIT,5.0,5.0,no_price_data,25.0,,False,False
JINDWORLD,2025-02-28,BONUS,4.0,4.0,no_price_data,25.0,,False,False
JISLJALEQS,2010-10-29,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JKIL,2015-12-10,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JKLAKSHMI,2009-12-17,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JKTYRE,2014-12-18,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JLHL,2026-07-24,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JMA,2019-05-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JMCPROJECT,2018-10-04,SPLIT,5.0,5.0,confirmed,5.0,4.889372280919826,False,False
JMTAUTOLTD,2014-07-30,BONUS,2.5,2.5,no_price_data,3.5,,False,False
JMTAUTOLTD,2015-06-25,SPLIT,5.0,5.0,confirmed,5.0,4.167381974248927,False,False
JMTAUTOLTD,2016-09-21,SPLIT,2.0,2.0,confirmed,2.0,1.8336594911937378,False,False
JOCIL,2011-09-27,BONUS,1.0,1.0,already_adjusted,2.0,0.9355548037889039,True,False
JPASSOCIAT,2007-12-17,SPLIT,0.0,5.0,confirmed,5.0,5.396346803453022,False,True
JPASSOCIAT,2009-12-17,BONUS,0.5,0.5,confirmed,1.5,1.4543630892678032,False,False
JSWSTEEL,2017-01-04,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
JTEKTINDIA,2006-09-14,BONUS,1.0,1.0,no_price_data,2.0,,False,False
JTEKTINDIA,2008-09-02,SPLIT,0.0,2.0,no_price_data,2.0,,False,False
JTLIND,2023-09-07,SPLIT,4.0,4.0,no_price_data,8.0,,False,False
JTLIND,2023-09-07,BONUS,1.0,1.0,no_price_data,8.0,,False,False
JTLIND,2024-11-14,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
JUBLFOOD,2018-06-21,BONUS,1.0,1.0,no_price_data,2.0,,False,False
JUBLFOOD,2022-04-19,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
JYOTHYLAB,2008-12-12,BONUS,8.9986,8.9986,no_price_data,49.992999999999995,,False,False
JYOTHYLAB,2008-12-12,SPLIT,0.0,5.0,no_price_data,49.992999999999995,,False,False
JYOTHYLAB,2018-06-28,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
JYOTHYLAB,2018-06-28,BONUS,1.0,1.0,no_price_data,4.0,,False,False
JYOTISTRUC,2006-07-28,SPLIT,6.0,6.0,contradicted,6.0006,0.7933842734324951,True,False
JYOTISTRUC,2006-07-28,BONUS,0.0001,0.0001,contradicted,6.0006,0.7933842734324951,True,False
KABRAEXTRU,2010-05-17,SPLIT,4.0,4.0,no_price_data,4.0004,,False,False
KABRAEXTRU,2010-05-17,BONUS,0.0001,0.0001,no_price_data,4.0004,,False,False
KABRAEXTRU,2010-09-06,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
KABRAEXTRU,2010-09-06,BONUS,1.0,1.0,no_price_data,4.0,,False,False
KAJARIACER,2016-10-04,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KAMDHENU,2025-01-08,SPLIT,10.0,10.0,already_adjusted,10.0,1.0770786516853934,True,False
KAMOPAINTS,2023-08-01,SPLIT,10.0,10.0,no_price_data,20.0,,False,False
KAMOPAINTS,2023-08-01,BONUS,1.0,1.0,no_price_data,20.0,,False,False
KAMOPAINTS,2024-06-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KANANIIND,2012-11-01,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KANANIIND,2012-12-03,BONUS,4.5018,4.5018,no_price_data,5.5018,,False,False
KANANIIND,2013-02-01,BONUS,0.1,0.1,no_price_data,1.1,,False,False
KANANIIND,2024-01-30,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KANPRPLA,2021-09-15,BONUS,0.5,0.5,no_price_data,1.5,,False,False
KANSAINER,2010-06-23,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KANSAINER,2015-03-26,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
KANSAINER,2023-07-04,BONUS,0.5,0.5,no_price_data,1.5,,False,False
KAPSTON,2024-08-09,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KAPSTON,2026-03-06,BONUS,0.5,0.5,no_price_data,1.5,,False,False
KARURVYSYA,2010-09-16,BONUS,0.4,0.4,no_price_data,1.4,,False,False
KARURVYSYA,2018-08-14,BONUS,0.1,0.1,no_price_data,1.1,,False,False
KARURVYSYA,2025-08-26,BONUS,0.2,0.2,no_price_data,1.2,,False,False
KAUSHALYA,2024-03-04,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
KCP,2010-09-02,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
KCPSUGIND,2006-03-08,SPLIT,10.0,10.0,already_adjusted,10.0,1.0156848306332844,True,False
KEC,2010-12-30,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KEI,2006-12-21,SPLIT,5.0,5.0,already_adjusted,5.0,0.9089813800657174,True,False
KELLTONTEC,2018-03-27,SPLIT,10.0,10.0,no_price_data,10.001,,False,False
KELLTONTEC,2018-03-27,BONUS,0.0001,0.0001,no_price_data,10.001,,False,False
KELLTONTEC,2025-07-25,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KERNEX,2007-10-16,BONUS,0.1,0.1,no_price_data,1.1,,False,False
KGL,2008-04-04,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
KILITCH,2026-03-24,BONUS,1.0,1.0,already_adjusted,2.0,1.0268500327439425,True,False
KIMS,2024-09-13,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KIRLOSOIL,2007-10-25,BONUS,1.0,1.0,confirmed,2.0,2.0775862068965516,False,False
KITEX,2017-06-22,BONUS,0.4,0.4,no_price_data,1.4,,False,False
KITEX,2025-01-17,BONUS,2.0,2.0,no_price_data,3.0,,False,False
KKCL,2021-12-16,SPLIT,5.0,5.0,no_price_data,25.0,,False,False
KKCL,2021-12-16,BONUS,4.0,4.0,no_price_data,25.0,,False,False
KMEW,2025-12-22,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KMSUGAR,2010-03-26,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
KNRCON,2016-12-13,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KNRCON,2021-02-03,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
KNRCON,2021-02-03,BONUS,1.0,1.0,no_price_data,4.0,,False,False
KOKUYOCMLN,2008-08-22,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
KOTAKBANK,2010-09-13,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KOTAKBANK,2015-07-08,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KOTAKBANK,2026-01-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KOTHARIPRO,2014-03-28,BONUS,2.0,2.0,no_price_data,3.0,,False,False
KOTHARIPRO,2016-01-05,BONUS,0.5,0.5,no_price_data,1.5,,False,False
KOTHARIPRO,2025-02-18,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KOTYARK,2026-06-24,BONUS,10.0,10.0,no_price_data,11.0,,True,False
KPIGREEN,2023-01-18,SPLIT,9.0,9.0,no_price_data,18.0,,False,False
KPIGREEN,2023-01-18,BONUS,1.0,1.0,no_price_data,18.0,,False,False
KPIGREEN,2024-02-15,SPLIT,1.5,1.5,no_price_data,2.25,,False,False
KPIGREEN,2024-02-15,BONUS,0.5,0.5,no_price_data,2.25,,False,False
KPIGREEN,2024-07-18,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KPIGREEN,2024-10-28,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KPIGREEN,2025-01-03,SPLIT,1.5,1.5,no_price_data,2.25,,False,False
KPIGREEN,2025-01-03,BONUS,0.5,0.5,no_price_data,2.25,,False,False
KPIL,2010-09-08,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KPRMILL,2016-11-29,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KPRMILL,2021-09-24,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KRBL,2010-02-10,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
KRISHANA,2023-10-25,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KRISHANA,2026-07-03,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KRITIKA,2022-08-30,SPLIT,15.0,15.0,no_price_data,15.0,,False,False
KRITIKA,2023-12-19,BONUS,2.0,2.0,no_price_data,3.0,,False,False
KSB,2011-04-18,BONUS,1.0,1.0,no_price_data,2.0,,False,False
KSB,2024-07-25,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KSB,2024-08-01,BONUS,4.0,4.0,no_price_data,5.0,,False,False
KSCL,2014-01-27,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KSERASERA,2015-03-30,SPLIT,10.0,10.0,confirmed,10.0,8.5,False,False
KSHITIJPOL,2022-10-27,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
KSOILS,2007-07-18,SPLIT,0.0,10.0,confirmed,10.0,8.92941176470588,False,True
KSOLVES,2025-02-06,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
KTIL,2016-08-11,SPLIT,2.0,2.0,confirmed,2.0,2.0371482176360223,False,False
KTKBANK,2020-03-17,BONUS,0.1,0.1,no_price_data,1.1,,False,False
KUANTUM,2020-07-14,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
KWALITY,2010-06-15,BONUS,0.7142857142857143,0.7142857142857143,already_adjusted,1.7142857142857144,1.1751982696467196,False,False
LAKSHVILAS,2006-11-17,BONUS,0.5,0.5,contradicted,1.5,1.948779035139964,False,False
LAL,2024-03-28,SPLIT,10.0,10.0,no_price_data,15.454545454545453,,False,False
LAL,2024-03-28,BONUS,0.5454545454545454,0.5454545454545454,no_price_data,15.454545454545453,,False,False
LALPATHLAB,2025-12-19,BONUS,1.0,1.0,no_price_data,2.0,,False,False
LAMBODHARA,2015-10-15,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
LANCER,2022-12-16,SPLIT,2.0,2.0,confirmed,2.0,1.8920454545454546,False,False
LANDSMILL,2018-01-23,BONUS,2.0,2.0,no_price_data,3.0,,False,False
LANDSMILL,2022-09-28,SPLIT,10.0,10.0,no_price_data,15.0,,False,False
LANDSMILL,2022-09-28,BONUS,0.5,0.5,no_price_data,15.0,,False,False
LAOPALA,2018-03-22,BONUS,1.0,1.0,no_price_data,2.0,,False,False
LAURUSLABS,2020-09-29,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
LEMERITE,2026-05-29,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
LGBBROSLTD,2014-07-04,SPLIT,4.0,4.0,no_price_data,4.0004,,False,False
LGBBROSLTD,2014-07-04,BONUS,0.0001,0.0001,no_price_data,4.0004,,False,False
LGBBROSLTD,2018-06-14,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
LGBBROSLTD,2018-06-14,BONUS,1.0,1.0,no_price_data,4.0,,False,False
LGHL,2025-10-10,SPLIT,2.5,2.5,no_price_data,6.0,,False,False
LGHL,2025-10-10,BONUS,1.4,1.4,no_price_data,6.0,,False,False
LIBAS,2021-04-06,BONUS,0.2,0.2,no_price_data,1.2,,False,False
LIBAS,2021-09-21,BONUS,0.2,0.2,no_price_data,1.2,,False,False
LICHSGFIN,2010-12-30,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
LICI,2026-05-29,BONUS,1.0,1.0,no_price_data,2.0,,False,False
LIKHITHA,2022-12-02,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
LINC,2024-12-20,SPLIT,4.0,4.0,no_price_data,8.0,,False,False
LINC,2024-12-20,BONUS,1.0,1.0,no_price_data,8.0,,False,False
LITL,2010-01-04,SPLIT,0.0,10.0,confirmed,10.0,9.925989672977625,False,True
LODHA,2023-05-31,BONUS,1.0,1.0,no_price_data,2.0,,False,False
LT,2006-09-28,BONUS,1.0,1.0,already_adjusted,2.0,1.0251375638335776,True,False
LT,2008-10-01,BONUS,1.0,1.0,no_price_data,2.0,,False,False
LT,2013-07-11,BONUS,0.5,0.5,no_price_data,1.5,,False,False
LT,2017-07-13,BONUS,0.5,0.5,no_price_data,1.5,,False,False
LUMAXTECH,2018-06-07,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
LUPIN,2006-08-11,BONUS,1.0,1.0,already_adjusted,2.0,0.980696402272249,True,False
LUPIN,2010-08-27,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
LUXIND,2016-06-06,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
M&M,2010-03-29,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
M&M,2017-12-21,BONUS,1.0,1.0,no_price_data,2.0,,False,False
M&MFIN,2013-02-15,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
M&MFIN,2025-07-15,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
MAANALU,2017-07-10,SPLIT,16.0,16.0,no_price_data,32.0,,False,False
MAANALU,2017-07-10,BONUS,1.0,1.0,no_price_data,32.0,,False,False
MAANALU,2021-08-02,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MAANALU,2023-07-27,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
MAANALU,2023-07-27,BONUS,1.0,1.0,no_price_data,4.0,,False,False
MADHUCON,2009-11-05,SPLIT,0.0,2.0,confirmed,2.0,1.9436440677966103,True,True
MAGADSUGAR,2019-06-27,BONUS,0.4,0.4,no_price_data,1.4,,False,False
MAHABANK,2023-05-23,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
MAHESHWARI,2020-10-13,BONUS,1.0,1.0,already_adjusted,2.0,0.8338735818476499,True,False
MAHLIFE,2021-09-14,SPLIT,3.0,3.0,no_price_data,9.0,,False,False
MAHLIFE,2021-09-14,BONUS,2.0,2.0,no_price_data,9.0,,False,False
MAHSEAMLES,2006-04-18,SPLIT,4.0,4.0,contradicted,4.0,0.49228072792362765,True,False
MAHSEAMLES,2022-11-25,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
MAHSEAMLES,2022-11-25,BONUS,1.0,1.0,no_price_data,4.0,,False,False
MAITHANALL,2015-07-15,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
MAITHANALL,2015-07-15,BONUS,1.0,1.0,no_price_data,4.0,,False,False
MALCO,2008-07-17,SPLIT,0.0,5.0,confirmed,5.0,4.744636678200692,False,True
MANAPPURAM,2011-06-09,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MANINDS,2007-10-09,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
MANINFRA,2014-08-28,SPLIT,7.5,7.5,no_price_data,7.50075,,False,False
MANINFRA,2014-08-28,BONUS,0.0001,0.0001,no_price_data,7.50075,,False,False
MANINFRA,2021-11-17,BONUS,0.5,0.5,no_price_data,1.5,,False,False
MANORAMA,2024-03-07,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MANPASAND,2017-09-27,BONUS,1.0,1.0,confirmed,2.0,2.0759838656927943,False,False
MARATHON,2018-04-05,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
MARICO,2007-02-21,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
MARICO,2015-12-22,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MARICO,2024-03-06,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
MARINE,2021-02-18,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MARKSANS,2008-03-11,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
MASFIN,2024-02-22,SPLIT,3.0,3.0,no_price_data,9.0,,False,False
MASFIN,2024-02-22,BONUS,2.0,2.0,no_price_data,9.0,,False,False
MAYURUNIQ,2013-09-25,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
MAYURUNIQ,2014-03-28,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MAZDA,2025-01-28,SPLIT,5.0,5.0,no_price_data,5.0,,True,False
MAZDA,2025-05-19,BONUS,4.0,4.0,no_price_data,5.0,,False,False
MAZDOCK,2024-12-27,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
MBAPL,2022-10-18,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MBAPL,2023-10-20,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MBAPL,2026-07-03,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MBLINFRA,2015-07-28,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MCX,2026-01-02,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MEDICO,2023-03-16,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MENONBE,2015-04-09,SPLIT,5.0,5.0,already_adjusted,5.0,0.9615141955835959,True,False
MENONBE,2016-08-30,BONUS,0.2,0.2,already_adjusted,1.2,0.9717331768388107,True,False
METKORE,2011-11-03,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
METROPOLIS,2026-03-20,SPLIT,4.0,4.0,no_price_data,16.0,,False,False
METROPOLIS,2026-03-20,BONUS,3.0,3.0,no_price_data,16.0,,False,False
MFSL,2007-03-12,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MGEL,2022-08-18,SPLIT,5.0,5.0,already_adjusted,5.0,0.9105207226354943,True,False
MGEL,2025-03-04,SPLIT,2.0,2.0,already_adjusted,2.0,0.9025316455696203,True,False
MHRIL,2017-07-10,SPLIT,1.5,1.5,no_price_data,2.25,,False,False
MHRIL,2017-07-10,BONUS,0.5,0.5,no_price_data,2.25,,False,False
MHRIL,2021-09-08,SPLIT,1.5,1.5,no_price_data,2.25,,False,False
MHRIL,2021-09-08,BONUS,0.5,0.5,no_price_data,2.25,,False,False
MIC,2008-06-27,SPLIT,0.0,5.0,confirmed,5.0,5.294401544401545,False,True
MICROTECH,2012-07-17,BONUS,1.0,1.0,confirmed,2.0,1.9830268741159829,False,False
MINDACORP,2012-03-27,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MINDACORP,2015-01-05,SPLIT,1.0,1.0,no_price_data,1.0,,False,False
MINDTECK,2024-09-20,BONUS,0.25,0.25,no_price_data,1.25,,False,False
MINDTECK,2024-11-18,BONUS,0.25,0.25,no_price_data,1.25,,False,False
MINDTREE,2014-06-03,BONUS,1.0,1.0,confirmed,2.0,1.9553130016051365,False,False
MINDTREE,2016-03-09,BONUS,1.0,1.0,confirmed,2.0,2.259754493643139,False,False
MIRZAINT,2007-04-24,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
MITTAL,2021-08-31,BONUS,0.1,0.1,no_price_data,1.1,,False,False
MITTAL,2023-11-01,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
MKPL,2023-11-10,SPLIT,30.0,30.0,no_price_data,30.0,,False,False
MKPL,2024-03-15,BONUS,2.0,2.0,no_price_data,3.0,,False,False
MMFL,2008-09-26,SPLIT,8.0,8.0,no_price_data,16.0,,False,False
MMFL,2008-09-26,BONUS,1.0,1.0,no_price_data,16.0,,False,False
MMFL,2018-07-18,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MMFL,2024-07-16,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MMTC,2010-07-29,SPLIT,10.0,10.0,no_price_data,20.0,,False,False
MMTC,2010-07-29,BONUS,1.0,1.0,no_price_data,20.0,,False,False
MMTC,2018-05-03,BONUS,0.5,0.5,no_price_data,1.5,,False,False
MOHOTAIND,2014-02-06,BONUS,2.0,2.0,no_price_data,3.0,,False,False
MOHOTAIND,2015-03-16,BONUS,0.16666666666666666,0.16666666666666666,no_price_data,1.1666666666666667,,False,False
MOIL,2017-09-27,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MOKSH,2021-07-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
MOLDTKPAC,2016-02-17,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
MONARCH,2024-09-13,BONUS,1.0,1.0,no_price_data,2.0,,False,False
MONEYBOXX,2025-12-15,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
MONEYBOXX,2025-12-15,BONUS,1.0,1.0,no_price_data,4.0,,False,False
MONSANTO,2011-10-05,BONUS,1.0,1.0,confirmed,2.0,2.0595446584938704,False,False
MOSERBAER,2007-07-17,BONUS,0.5,0.5,confirmed,1.5,1.5528596187175043,False,False
MOTHERSON,2007-08-30,BONUS,0.5,0.5,no_price_data,1.5,,False,False
