legacy_report_file,legacy_run_id,legacy_strategy_key,derived_strategy_code,derived_filter_preset,new_strategy_id,rank_band_id,top_n,lookback_months,rebalance_cadence_days,skip_months,rank_method,crash_regime_enabled,vol_scaling_mode,weight_method,sharpe_ratio,cagr,max_drawdown,integrity_passed,trade_log_path
orchestrator_phaseB_r15_job158.json,orch_momentum_20260903_142733_57a87494,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top15_lb6mo_10d_allrisk,10,15,6,10,0,trailing_return,False,,,,0.1348704164912422,-0.6193399604756734,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_142733_57a87494.csv
orchestrator_phaseB_r15_job159.json,orch_momentum_20260903_142955_73240eb9,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top7_lb6mo_21d_allrisk,10,7,6,21,0,trailing_return,False,,,,0.12266034852545538,-0.46678597125022614,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_142955_73240eb9.csv
orchestrator_phaseB_r15_job16.json,orch_momentum_20260903_065851_d9ec5b6f,momentum:R1_2_1_75_lb6mo,R01,all_risk,R01_M2_top10_lb6mo_21d_allrisk,2,10,6,21,0,trailing_return,False,,,,0.02073559276492598,-0.45449477433588265,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_065851_d9ec5b6f.csv
orchestrator_phaseB_r15_job160.json,orch_momentum_20260903_143044_5d891b38,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top10_lb6mo_21d_allrisk,10,10,6,21,0,trailing_return,False,,,,0.11780256837631109,-0.3973307521264419,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143044_5d891b38.csv
orchestrator_phaseB_r15_job161.json,orch_momentum_20260903_143145_66e4c296,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top15_lb6mo_21d_allrisk,10,15,6,21,0,trailing_return,False,,,,0.15018524734691874,-0.43636880055423455,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143145_66e4c296.csv
orchestrator_phaseB_r15_job162.json,orch_momentum_20260903_143301_2bf48ed8,momentum:R1_10_301_500_lb9mo,R01,all_risk,R01_M10_top7_lb9mo_5d_allrisk,10,7,9,5,0,trailing_return,False,,,,0.09690736854083393,-0.35863588075547465,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143301_2bf48ed8.csv
orchestrator_phaseB_r15_job163.json,orch_momentum_20260903_143416_69adbd59,momentum:R1_10_301_500_lb9mo,R01,all_risk,R01_M10_top10_lb9mo_5d_allrisk,10,10,9,5,0,trailing_return,False,,,,0.08276368218580754,-0.3818441849646514,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143416_69adbd59.csv
orchestrator_phaseB_r15_job164.json,orch_momentum_20260903_143549_478ba418,momentum:R1_10_301_500_lb9mo,R01,all_risk,R01_M10_top15_lb9mo_5d_allrisk,10,15,9,5,0,trailing_return,False,,,,0.09482155808443826,-0.3716189431364428,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143549_478ba418.csv
orchestrator_phaseB_r15_job165.json,orch_momentum_20260903_143759_a488e9f2,momentum:R1_10_301_500_lb9mo,R01,all_risk,R01_M10_top7_lb9mo_10d_allrisk,10,7,9,10,0,trailing_return,False,,,,0.11831020827647643,-0.48872893502634374,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_143759_a488e9f2.csv
orchestrator_phaseB_r15_job166.json,orch_momentum_20260903_144057_f4678d38,momentum:R1_10_301_500_lb9mo,R01,all_risk,R01_M10_top10_lb9mo_10d_allrisk,10,10,9,10,0,trailing_return,False,,,,0.09424661612549201,-0.4650549598198866,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_144057_f4678d38.csv
