ticker,gap_pct,action_type,ex_date,ratio,severity
VLSFINANCE,7.0,e=2013-09-16 00,2013-09-16,,critical
SONATSOFTW,7.0,e=2023-12-12 00,2023-12-12,,critical
INDIANHUME,7.0,e=2021-08-12 00,2021-08-12,,critical
COALINDIA,7.0,e=2021-12-06 00,2021-12-06,,critical
POLYPLEX,7.0,e=2022-02-24 00,2022-02-24,,critical
TSFINV,7.0,e=2021-04-26 00,2021-04-26,,critical
SOMATEX,7.0,e=2011-08-18 00,2011-08-18,,critical
JENSONICOL,7.0,e=2008-09-17 00,2008-09-17,,critical
SALONACOT,7.0,e=2011-09-02 00,2011-09-02,,critical
DCMSRIND,7.0,e=2025-12-26 00,2025-12-26,,critical
BALMLAWRIE,7.0,e=2018-09-04 00,2018-09-04,,critical
CARBORUNIV,7.0,e=2025-02-18 00,2025-02-18,,critical
ANDHRSUGAR,7.0,e=2010-09-21 00,2010-09-21,,critical
CANBK,7.0,e=2008-06-10 00,2008-06-10,,critical
BAJAJCON,7.0,e=2015-07-09 00,2015-07-09,,critical
UNIVCABLES,7.0,e=2013-06-28 00,2013-06-28,,critical
NHPC,7.0,e=2021-02-22 00,2021-02-22,,critical
GANDHITUBE,7.0,e=2019-08-14 00,2019-08-14,,critical
MANAKSIA,7.0,e=2009-09-11 00,2009-09-11,,critical
SAMBANDAM,7.0,e=2012-08-03 00,2012-08-03,,critical
NRAIL,7.0,e=2022-09-21 00,2022-09-21,,critical
FSL,7.0,e=2020-02-27 00,2020-02-27,,critical
SAMMAANCAP,7.0,e=2014-01-30 00,2014-01-30,,critical
USHERAGRO,7.0,e=2016-09-21 00,2016-09-21,,critical
BHANDARI,7.0,e=2024-06-19 00,2024-06-19,,critical
MOIL,7.0,e=2017-09-27 00,2017-09-27,,critical
DENORA,7.0,e=2012-06-21 00,2012-06-21,,critical
HDIL,7.0,e=2007-08-16 00,2007-08-16,,critical
CORALFINAC,7.0,e=2020-04-16 00,2020-04-16,,critical
UNITEDBNK,7.0,e=2016-06-16 00,2016-06-16,,critical
CAPLIPOINT,7.0,e=2016-02-15 00,2016-02-15,,critical
COALINDIA,7.0,e=2016-03-14 00,2016-03-14,,critical
FSL,7.0,e=2020-02-27 00,2020-02-27,,critical
SARLAPOLY,7.0,e=2014-09-19 00,2014-09-19,,critical
TCI,7.0,e=2020-03-19 00,2020-03-19,,critical
ADSL,7.0,e=2016-09-15 00,2016-09-15,,critical
SEAMECLTD,7.0,e=2012-08-07 00,2012-08-07,,critical
COCHINSHIP,7.0,e=2022-11-21 00,2022-11-21,,critical
TATAMETALI,7.0,e=2008-06-19 00,2008-06-19,,critical
PRESSMN,7.0,e=2019-08-19 00,2019-08-19,,critical
BHARATRAS,6.9,e=2011-09-22 00,2011-09-22,,critical
NIPPOBATRY,6.9,e=2009-09-03 00,2009-09-03,,critical
KSOILS,6.9,e=2011-12-28 00,2011-12-28,,critical
WELSPUNLIV,6.9,e=2015-10-30 00,2015-10-30,,critical
NAUKRI,6.9,e=2010-09-27 00,2010-09-27,,critical
WELENT,6.9,e=2010-11-18 00,2010-11-18,,critical
ADVANIHOTR,6.9,e=2022-12-29 00,2022-12-29,,critical
BTML,6.9,e=2024-02-29 00,2024-02-29,,critical
HINDNATGLS,6.9,e=2018-09-07 00,2018-09-07,,critical
TORNTPHARM,6.9,e=2008-06-19 00,2008-06-19,,critical
APCOTEXIND,6.9,e=2012-06-27 00,2012-06-27,,critical
ICICIGI,6.9,e=2025-06-06 00,2025-06-06,,critical
KOTHARIPET,6.9,e=2016-03-29 00,2016-03-29,,critical
BILPOWER,6.9,e=2013-09-24 00,2013-09-24,,critical
TRITURBINE,6.9,e=2022-12-22 00,2022-12-22,,critical
ABREL,6.9,e=2021-07-06 00,2021-07-06,,critical
VEDL,6.9,e=2020-10-28 00,2020-10-28,,critical
IVC,6.9,e=2025-11-21 00,2025-11-21,,critical
RAMASTEEL,6.9,e=2019-09-26 00,2019-09-26,,critical
TREJHARA,6.9,e=2022-09-16 00,2022-09-16,,critical
CHENNPETRO,6.9,e=2007-08-24 00,2007-08-24,,critical
ICRA,6.9,e=2026-07-23 00,2026-07-23,,critical
TORNTPHARM,6.9,e=2006-06-15 00,2006-06-15,,critical
TRIVENI,6.9,e=2006-06-26 00,2006-06-26,,critical
JOCIL,6.9,e=2011-09-27 00,2011-09-27,,critical
PRADIP,6.9,e=2015-09-14 00,2015-09-14,,critical
ZENTEC,6.9,e=2016-09-15 00,2016-09-15,,critical
APLLTD,6.9,e=2013-07-29 00,2013-07-29,,critical
OPTOCIRCUI,6.9,e=2008-09-24 00,2008-09-24,,critical
SUTLEJTEX,6.9,e=2020-09-14 00,2020-09-14,,critical
BAJAJELEC,6.9,e=2023-09-14 00,2023-09-14,,critical
HUDCO,6.9,e=2022-09-15 00,2022-09-15,,critical
DCHL,6.9,e=2008-12-22 00,2008-12-22,,critical
CHENNPETRO,6.9,e=2023-08-04 00,2023-08-04,,critical
NATIONALUM,6.9,e=2018-02-16 00,2018-02-16,,critical
CHENNPETRO,6.9,e=2023-08-04 00,2023-08-04,,critical
BIGBLOC,6.9,e=2021-11-15 00,2021-11-15,,critical
CUMMINSIND,6.9,e=2007-07-19 00,2007-07-19,,critical
RAJSREESUG,6.9,e=2006-08-30 00,2006-08-30,,critical
BPL,6.9,e=2015-09-21 00,2015-09-21,,critical
RANEHOLDIN,6.9,e=2015-08-03 00,2015-08-03,,critical
RAYMONDREL,6.9,e=2026-07-03 00,2026-07-03,,critical
RANEENGINE,6.9,e=2009-07-16 00,2009-07-16,,critical
HONDAPOWER,6.9,e=2024-08-29 00,2024-08-29,,critical
SIYSIL,6.9,e=2008-08-14 00,2008-08-14,,critical
ACCELYA,6.9,e=2012-10-23 00,2012-10-23,,critical
PEPL,6.9,e=2009-09-17 00,2009-09-17,,critical
AUROPHARMA,6.9,e=2013-07-30 00,2013-07-30,,critical
STEELCAS,6.9,e=2025-11-11 00,2025-11-11,,critical
INDIANHUME,6.9,e=2020-08-21 00,2020-08-21,,critical
ARIHANT,6.9,e=2015-06-22 00,2015-06-22,,critical
UBHOLDINGS,6.9,e=2012-09-21 00,2012-09-21,,critical
GRAPHITE,6.9,e=2009-07-21 00,2009-07-21,,critical
COSMOFIRST,6.9,e=2012-07-20 00,2012-07-20,,critical
GUJNRECOKE,6.9,e=2014-08-13 00,2014-08-13,,critical
PTL,6.9,e=2019-07-17 00,2019-07-17,,critical
GANGOTRI,6.9,e=2011-09-14 00,2011-09-14,,critical
MADHAV,6.9,e=2010-09-16 00,2010-09-16,,critical
LAOPALA,6.9,e=2014-09-24 00,2014-09-24,,critical
GODFRYPHLP,6.9,e=2025-09-16 00,2025-09-16,,critical
RTNINDIA,6.9,e=2014-09-23 00,2014-09-23,,critical
ADSL,6.9,e=2009-11-11 00,2009-11-11,,critical
SANDESH,6.9,e=2007-09-07 00,2007-09-07,,critical
RSYSTEMS,6.9,e=2019-01-31 00,2019-01-31,,critical
MARG,6.9,e=2011-09-22 00,2011-09-22,,critical
HGS,6.9,e=2009-07-20 00,2009-07-20,,critical
MANAKSIA,6.8,e=2015-11-10 00,2015-11-10,,critical
GHCL,6.8,e=2022-06-22 00,2022-06-22,,critical
KPRMILL,6.8,e=2016-11-29 00,2016-11-29,,critical
BHAGYNAGAR,6.8,e=2014-09-16 00,2014-09-16,,critical
BLISSGVS,6.8,e=2015-09-08 00,2015-09-08,,critical
QUICKHEAL,6.8,e=2019-04-25 00,2019-04-25,,critical
AURIONPRO,6.8,e=2022-09-16 00,2022-09-16,,critical
JTEKTINDIA,6.8,e=2025-07-25 00,2025-07-25,,critical
SOLARA,6.8,e=2022-08-12 00,2022-08-12,,critical
FCL,6.8,e=2025-02-18 00,2025-02-18,,critical
SHREERAMA,6.8,e=2023-05-30 00,2023-05-30,,critical
INDIAGLYCO,6.8,e=2026-03-23 00,2026-03-23,,critical
JAGRAN,6.8,e=2022-08-17 00,2022-08-17,,critical
BFUTILITIE,6.8,e=2018-09-21 00,2018-09-21,,critical
JOCIL,6.8,e=2020-09-03 00,2020-09-03,,critical
TVTODAY,6.8,e=2019-10-31 00,2019-10-31,,critical
RSWM,6.8,e=2022-08-29 00,2022-08-29,,critical
UNIVPHOTO,6.8,e=2022-10-21 00,2022-10-21,,critical
TIRUMALCHM,6.8,e=2015-11-03 00,2015-11-03,,critical
HOCL,6.8,e=2014-09-12 00,2014-09-12,,critical
JTLIND,6.8,e=2024-11-14 00,2024-11-14,,critical
COASTCORP,6.8,e=2022-09-26 00,2022-09-26,,critical
DOLATALGO,6.8,e=2023-11-20 00,2023-11-20,,critical
JAGSNPHARM,6.8,e=2014-09-25 00,2014-09-25,,critical
PTL,6.8,e=2021-07-01 00,2021-07-01,,critical
ARENTERP,6.8,e=2023-09-22 00,2023-09-22,,critical
RIIL,6.8,e=2020-09-10 00,2020-09-10,,critical
PFOCUS,6.8,e=2020-09-22 00,2020-09-22,,critical
SELMCL,6.8,e=2013-09-12 00,2013-09-12,,critical
CYBERTECH,6.8,e=2012-09-20 00,2012-09-20,,critical
BALRAMCHIN,6.8,e=2009-01-16 00,2009-01-16,,critical
CESC,6.8,e=2023-02-24 00,2023-02-24,,critical
TCI,6.8,e=2008-02-08 00,2008-02-08,,critical
MAHABANK,6.8,e=2019-06-19 00,2019-06-19,,critical
ALBK,6.8,e=2009-05-19 00,2009-05-19,,critical
KPRMILL,6.8,e=2016-11-29 00,2016-11-29,,critical
LICHSGFIN,6.8,e=2006-07-19 00,2006-07-19,,critical
DYNAMATECH,6.8,e=2008-01-28 00,2008-01-28,,critical
VEDL,6.8,e=2018-11-06 00,2018-11-06,,critical
INDBANK,6.8,e=2010-07-16 00,2010-07-16,,critical
POLYPLEX,6.8,e=2011-09-22 00,2011-09-22,,critical
AMBER,6.8,e=2018-09-07 00,2018-09-07,,critical
HINDCOMPOS,6.8,e=2017-05-25 00,2017-05-25,,critical
HINDCOMPOS,6.8,e=2017-05-25 00,2017-05-25,,critical
UCOBANK,6.8,e=2018-06-19 00,2018-06-19,,critical
ELGIEQUIP,6.8,e=2010-05-10 00,2010-05-10,,critical
USHAMART,6.8,e=2016-07-29 00,2016-07-29,,critical
HEXAWARE,6.8,e=2012-05-10 00,2012-05-10,,critical
ALPA,6.8,e=2008-09-18 00,2008-09-18,,critical
KFA,6.8,e=2010-09-23 00,2010-09-23,,critical
KARMAENG,6.8,e=2011-09-26 00,2011-09-26,,critical
MAWANASUG,6.8,e=2011-08-18 00,2011-08-18,,critical
J&KBANK,6.8,e=2014-09-04 00,2014-09-04,,critical
PETRONENGG,6.8,e=2008-08-07 00,2008-08-07,,critical
ASTRAL,6.8,e=2021-03-18 00,2021-03-18,,critical
MAZDOCK,6.8,e=2022-09-19 00,2022-09-19,,critical
JINDALSTEL,6.8,e=2014-07-11 00,2014-07-11,,critical
SAMMAANCAP,6.8,e=2019-08-22 00,2019-08-22,,critical
MAHLIFE,6.8,e=2009-07-15 00,2009-07-15,,critical
SJVN,6.8,e=2020-02-25 00,2020-02-25,,critical
CALSOFT,6.8,e=2008-08-20 00,2008-08-20,,critical
JBCHEPHARM,6.8,e=2020-03-03 00,2020-03-03,,critical
KANORICHEM,6.7,e=2012-07-23 00,2012-07-23,,critical
DISHMAN,6.7,e=2017-02-17 00,2017-02-17,,critical
SJVN,6.7,e=2018-02-21 00,2018-02-21,,critical
NUTEK,6.7,e=2014-09-17 00,2014-09-17,,critical
ADROITINFO,6.7,e=2017-08-21 00,2017-08-21,,critical
SHALPAINTS,6.7,e=2017-12-28 00,2017-12-28,,critical
KCP,6.7,e=2012-11-01 00,2012-11-01,,critical
A2ZINFRA,6.7,e=2011-09-22 00,2011-09-22,,critical
SALASAR,6.7,e=2017-11-23 00,2017-11-23,,critical
TOKYOPLAST,6.7,e=2012-09-25 00,2012-09-25,,critical
VISHALEXPO,6.7,e=2009-03-05 00,2009-03-05,,critical
EXPLEOSOL,6.7,e=2023-07-14 00,2023-07-14,,critical
VISAKAIND,6.7,e=2009-06-08 00,2009-06-08,,critical
EXPLEOSOL,6.7,e=2013-10-28 00,2013-10-28,,critical
LLOYDFIN,6.7,e=2012-06-27 00,2012-06-27,,critical
TITAN,6.7,e=2011-06-23 00,2011-06-23,,critical
TITAN,6.7,e=2011-06-23 00,2011-06-23,,critical
WPIL,6.7,e=2026-07-31 00,2026-07-31,,critical
ZODJRDMKJ,6.7,e=2014-09-09 00,2014-09-09,,critical
IOLCP,6.7,e=2022-08-18 00,2022-08-18,,critical
COSMOFIRST,6.7,e=2021-02-05 00,2021-02-05,,critical
HINDOILEXP,6.7,e=2006-08-18 00,2006-08-18,,critical
COALINDIA,6.7,e=2017-03-14 00,2017-03-14,,critical
VEDL,6.7,e=2015-10-30 00,2015-10-30,,critical
ACCELYA,6.7,e=2026-02-06 00,2026-02-06,,critical
ASHOKA,6.7,e=2019-09-06 00,2019-09-06,,critical
MANAPPURAM,6.7,e=2015-07-29 00,2015-07-29,,critical
KSE,6.7,e=2013-07-22 00,2013-07-22,,critical
RECLTD,6.7,e=2015-02-18 00,2015-02-18,,critical
AXITA,6.7,e=2024-09-20 00,2024-09-20,,critical
ZENITHSTL,6.7,e=2018-09-19 00,2018-09-19,,critical
RELINFRA,6.7,e=2008-07-04 00,2008-07-04,,critical
VIJSHAN,6.7,e=2011-09-15 00,2011-09-15,,critical
SESHAPAPER,6.7,e=2008-07-15 00,2008-07-15,,critical
VIKASLIFE,6.7,e=2021-10-29 00,2021-10-29,,critical
WOCKPHARMA,6.7,e=2013-11-07 00,2013-11-07,,critical
VISAKAIND,6.7,e=2015-07-16 00,2015-07-16,,critical
SURYAJYOTI,6.7,e=2010-08-26 00,2010-08-26,,critical
CANBK,6.7,e=2014-01-24 00,2014-01-24,,critical
PERIATEA,6.7,e=2010-07-20 00,2010-07-20,,critical
SAKUMA,6.7,e=2012-09-20 00,2012-09-20,,critical
NRBBEARING,6.7,e=2012-07-23 00,2012-07-23,,critical
SPMLINFRA,6.7,e=2007-09-25 00,2007-09-25,,critical
JHS,6.7,e=2013-09-13 00,2013-09-13,,critical
BILENERGY,6.7,e=2016-09-22 00,2016-09-22,,critical
NHPC,6.7,e=2017-01-19 00,2017-01-19,,critical
TELEDATAGL,6.7,e=2008-12-24 00,2008-12-24,,critical
APTECHT,6.7,e=2018-06-06 00,2018-06-06,,critical
KOTHARIPET,6.7,e=2011-05-30 00,2011-05-30,,critical
MANGLMCEM,6.7,e=2012-07-26 00,2012-07-26,,critical
COSMOFIRST,6.7,e=2009-08-17 00,2009-08-17,,critical
FIEMIND,6.7,e=2021-09-13 00,2021-09-13,,critical
GAYAHWS,6.7,e=2022-09-21 00,2022-09-21,,critical
KANDAGIRI,6.7,e=2011-02-08 00,2011-02-08,,critical
JIKIND,6.7,e=2016-08-04 00,2016-08-04,,critical
GTLINFRA,6.7,e=2015-09-21 00,2015-09-21,,critical
INDNIPPON,6.7,e=2022-02-21 00,2022-02-21,,critical
CELEBRITY,6.7,e=2022-09-02 00,2022-09-02,,critical
NELCAST,6.6,e=2014-07-30 00,2014-07-30,,critical
TORNTPOWER,6.6,e=2008-06-19 00,2008-06-19,,critical
BERGEPAINT,6.6,e=2023-09-22 00,2023-09-22,,critical
JAYBARMARU,6.6,e=2017-08-10 00,2017-08-10,,critical
TDPOWERSYS,6.6,e=2026-08-05 00,2026-08-05,,critical
GRSE,6.6,e=2023-09-15 00,2023-09-15,,critical
GEODESIC,6.6,e=2011-02-22 00,2011-02-22,,critical
DSSL,6.6,e=2021-09-22 00,2021-09-22,,critical
HLVLTD,6.6,e=2021-08-11 00,2021-08-11,,critical
JUBLINDS,6.6,e=2015-12-09 00,2015-12-09,,critical
DVL,6.6,e=2021-08-05 00,2021-08-05,,critical
NAGREEKA,6.6,e=2006-09-18 00,2006-09-18,,critical
ORIENTCEM,6.6,e=2019-07-24 00,2019-07-24,,critical
ORIENTBELL,6.6,e=2008-09-05 00,2008-09-05,,critical
PTL,6.6,e=2025-07-11 00,2025-07-11,,critical
GANGESSECU,6.6,e=2019-08-26 00,2019-08-26,,critical
ABGSHIP,6.6,e=2007-09-20 00,2007-09-20,,critical
BIRLAPOWER,6.6,e=2007-09-13 00,2007-09-13,,critical
MADHUCON,6.6,e=2011-09-22 00,2011-09-22,,critical
INDOTHAI,6.6,e=2019-09-19 00,2019-09-19,,critical
SURYALAXMI,6.6,e=2019-09-19 00,2019-09-19,,critical
CRANESSOFT,6.6,e=2008-09-22 00,2008-09-22,,critical
KSCL,6.6,e=2019-11-21 00,2019-11-21,,critical
CHENNPETRO,6.6,e=2010-08-20 00,2010-08-20,,critical
GICHSGFIN,6.6,e=2011-07-14 00,2011-07-14,,critical
DVL,6.6,e=2021-08-05 00,2021-08-05,,critical
REDTAPE,6.6,e=2025-02-04 00,2025-02-04,,critical
WSTCSTPAPR,6.6,e=2020-03-19 00,2020-03-19,,critical
REDINGTON,6.6,e=2022-07-14 00,2022-07-14,,critical
ASTRAMICRO,6.6,e=2010-12-30 00,2010-12-30,,critical
LUMAXTECH,6.6,e=2020-08-19 00,2020-08-19,,critical
CENTENKA,6.6,e=2009-06-12 00,2009-06-12,,critical
DICIND,6.6,e=2026-03-16 00,2026-03-16,,critical
SMARTLINK,6.6,e=2011-05-31 00,2011-05-31,,critical
CHAMBLFERT,6.6,e=2025-08-05 00,2025-08-05,,critical
ASIANHOTNR,6.6,e=2020-12-17 00,2020-12-17,,critical
HIMATSEIDE,6.6,e=2024-09-20 00,2024-09-20,,critical
SICAGEN,6.6,e=2012-07-20 00,2012-07-20,,critical
SONATSOFTW,6.6,e=2022-09-08 00,2022-09-08,,critical
TIRUMALCHM,6.6,e=2015-07-24 00,2015-07-24,,critical
ITI,6.6,e=2017-09-19 00,2017-09-19,,critical
EIDPARRY,6.6,e=2008-10-08 00,2008-10-08,,critical
MOTILALOFS,6.6,e=2016-02-11 00,2016-02-11,,critical
AMARJOTHI,6.6,e=2012-09-20 00,2012-09-20,,critical
SPMLINFRA,6.6,e=2010-09-27 00,2010-09-27,,critical
CYIENT,6.6,e=2006-07-28 00,2006-07-28,,critical
RAJESHEXPO,6.6,e=2015-09-23 00,2015-09-23,,critical
GODREJCP,6.6,e=2016-11-15 00,2016-11-15,,critical
HELIOSMATH,6.6,e=2013-03-19 00,2013-03-19,,critical
SJVN,6.6,e=2017-02-22 00,2017-02-22,,critical
SAREGAMA,6.6,e=2017-07-20 00,2017-07-20,,critical
JBMA,6.6,e=2017-08-10 00,2017-08-10,,critical
SANWARIA,6.6,e=2012-09-20 00,2012-09-20,,critical
RADAAN,6.6,e=2009-09-10 00,2009-09-10,,critical
DHFL,6.6,e=2012-11-01 00,2012-11-01,,critical
WELSPUNLIV,6.6,e=2008-09-18 00,2008-09-18,,critical
SANOFI,6.6,e=2023-04-28 00,2023-04-28,,critical
THYROCARE,6.6,e=2023-04-20 00,2023-04-20,,critical
KSE,6.6,e=2026-08-21 00,2026-08-21,,critical
ZENTEC,6.6,e=2019-09-12 00,2019-09-12,,critical
DONEAR,6.6,e=2013-09-19 00,2013-09-19,,critical
IIFL,6.6,e=2021-02-04 00,2021-02-04,,critical
PFC,6.6,e=2016-02-16 00,2016-02-16,,critical
HGS,6.6,e=2022-01-17 00,2022-01-17,,critical
INDHOTEL,6.6,e=2014-07-18 00,2014-07-18,,critical
BOMDYEING,6.6,e=2013-07-26 00,2013-07-26,,critical
HINDZINC,6.6,e=2022-07-20 00,2022-07-20,,critical
DVL,6.6,e=2016-07-27 00,2016-07-27,,critical
REDINGTON,6.6,e=2022-07-14 00,2022-07-14,,critical
NDLVENTURE,6.6,e=2016-03-21 00,2016-03-21,,critical
DUCON,6.6,e=2022-04-18 00,2022-04-18,,critical
GILLANDERS,6.5,e=2011-08-01 00,2011-08-01,,critical
CAIRN,6.5,e=2015-07-08 00,2015-07-08,,critical
BANG,6.5,e=2011-09-26 00,2011-09-26,,critical
ESSDEE,6.5,e=2008-07-24 00,2008-07-24,,critical
PENINLAND,6.5,e=2013-07-30 00,2013-07-30,,critical
GHCL,6.5,e=2011-08-24 00,2011-08-24,,critical
VEDL,6.5,e=2018-03-20 00,2018-03-20,,critical
TORNTPOWER,6.5,e=2006-12-11 00,2006-12-11,,critical
MONSANTO,6.5,e=2015-07-23 00,2015-07-23,,critical
DAMODARIND,6.5,e=2020-08-10 00,2020-08-10,,critical
DISHTV,6.5,e=2015-09-21 00,2015-09-21,,critical
GILLANDERS,6.5,e=2013-07-30 00,2013-07-30,,critical
INDSWFTLTD,6.5,e=2016-09-20 00,2016-09-20,,critical
LAMBODHARA,6.5,e=2025-09-15 00,2025-09-15,,critical
EXCELCROP,6.5,e=2006-07-17 00,2006-07-17,,critical
POLARIS,6.5,e=2008-07-09 00,2008-07-09,,critical
APOLLOTYRE,6.5,e=2007-08-17 00,2007-08-17,,critical
BLUEBIRD,6.5,e=2008-09-11 00,2008-09-11,,critical
MANAKSIA,6.5,e=2015-02-18 00,2015-02-18,,critical
HEG,6.5,e=2009-09-08 00,2009-09-08,,critical
AICHAMP,6.5,e=2010-09-14 00,2010-09-14,,critical
CANDC,6.5,e=2007-12-19 00,2007-12-19,,critical
SUPER,6.5,e=2011-07-29 00,2011-07-29,,critical
CHENNPETRO,6.5,e=2013-08-08 00,2013-08-08,,critical
SUMEETINDS,6.5,e=2019-09-19 00,2019-09-19,,critical
SUNILHITEC,6.5,e=2008-09-15 00,2008-09-15,,critical
JAGRAN,6.5,e=2019-09-19 00,2019-09-19,,critical
ACROPETAL,6.5,e=2011-09-19 00,2011-09-19,,critical
ALICON,6.5,e=2011-09-22 00,2011-09-22,,critical
VESUVIUS,6.5,e=2015-04-27 00,2015-04-27,,critical
ALMONDZ,6.5,e=2011-09-15 00,2011-09-15,,critical
INDIANCARD,6.5,e=2016-08-25 00,2016-08-25,,critical
VSTTILLERS,6.5,e=2023-08-25 00,2023-08-25,,critical
POLARIS,6.5,e=2015-06-10 00,2015-06-10,,critical
TIRUMALCHM,6.5,e=2018-07-16 00,2018-07-16,,critical
APLLTD,6.5,e=2020-03-16 00,2020-03-16,,critical
ANDHRABANK,6.5,e=2009-06-12 00,2009-06-12,,critical
HINDPETRO,6.5,e=2022-08-22 00,2022-08-22,,critical
IDFC,6.5,e=2019-09-27 00,2019-09-27,,critical
RECLTD,6.5,e=2021-03-18 00,2021-03-18,,critical
UNIONBANK,6.5,e=2026-07-03 00,2026-07-03,,critical
TRITURBINE,6.5,e=2021-09-07 00,2021-09-07,,critical
NAVA,6.5,e=2020-03-09 00,2020-03-09,,critical
KARMAENG,6.5,e=2014-09-04 00,2014-09-04,,critical
SIL,6.5,e=2012-07-27 00,2012-07-27,,critical
GALLANTT,6.5,e=2021-08-23 00,2021-08-23,,critical
IOB,6.5,e=2013-06-20 00,2013-06-20,,critical
ANGELONE,6.5,e=2023-10-20 00,2023-10-20,,critical
ENERGYDEV,6.5,e=2010-12-07 00,2010-12-07,,critical
BANKBARODA,6.5,e=2007-03-22 00,2007-03-22,,critical
CESC,6.5,e=2021-01-22 00,2021-01-22,,critical
ANANDRATHI,6.5,e=2025-03-05 00,2025-03-05,,critical
MAYURUNIQ,6.5,e=2013-09-25 00,2013-09-25,,critical
OFSS,6.5,e=2020-05-19 00,2020-05-19,,critical
VBL,6.5,e=2020-03-30 00,2020-03-30,,critical
THERMAX,6.5,e=2024-07-05 00,2024-07-05,,critical
ROSSELLIND,6.5,e=2017-07-27 00,2017-07-27,,critical
EUROMULTI,6.5,e=2020-11-17 00,2020-11-17,,critical
JSWHL,6.5,e=2009-06-18 00,2009-06-18,,critical
PREMIER,6.5,e=2012-08-10 00,2012-08-10,,critical
GPPL,6.5,e=2016-11-16 00,2016-11-16,,critical
SONATSOFTW,6.5,e=2008-10-17 00,2008-10-17,,critical
NYKAA,6.5,e=2022-11-10 00,2022-11-10,,critical
NMDC,6.5,e=2020-02-18 00,2020-02-18,,critical
PFC,6.4,e=2008-02-11 00,2008-02-11,,critical
VAIBHAVGBL,6.4,e=2014-11-20 00,2014-11-20,,critical
APCOTEXIND,6.4,e=2016-07-28 00,2016-07-28,,critical
ZICOM,6.4,e=2012-08-16 00,2012-08-16,,critical
GHCL,6.4,e=2010-08-31 00,2010-08-31,,critical
KREBSBIO,6.4,e=2019-01-31 00,2019-01-31,,critical
EIHOTEL,6.4,e=2020-09-22 00,2020-09-22,,critical
DHARSUGAR,6.4,e=2015-09-18 00,2015-09-18,,critical
INDUSTOWER,6.4,e=2013-06-20 00,2013-06-20,,critical
MURUDCERA,6.4,e=2007-09-18 00,2007-09-18,,critical
SPLIL,6.4,e=2007-09-14 00,2007-09-14,,critical
ABHISHEK,6.4,e=2011-09-22 00,2011-09-22,,critical
VEDL,6.4,e=2022-07-26 00,2022-07-26,,critical
KOLTEPATIL,6.4,e=2013-07-03 00,2013-07-03,,critical
BECTORFOOD,6.4,e=2024-02-21 00,2024-02-21,,critical
SIL,6.4,e=2008-03-07 00,2008-03-07,,critical
CESC,6.4,e=2022-01-24 00,2022-01-24,,critical
JMCPROJECT,6.4,e=2012-07-26 00,2012-07-26,,critical
EMKAY,6.4,e=2015-07-30 00,2015-07-30,,critical
SUPRAJIT,6.4,e=2019-08-01 00,2019-08-01,,critical
WELSPUNLIV,6.4,e=2023-05-10 00,2023-05-10,,critical
ADHUNIK,6.4,e=2008-09-10 00,2008-09-10,,critical
WEIZMANIND,6.4,e=2019-07-29 00,2019-07-29,,critical
HINDOILEXP,6.4,e=2010-08-23 00,2010-08-23,,critical
VIKASECO,6.4,e=2018-11-19 00,2018-11-19,,critical
TFL,6.4,e=2009-07-24 00,2009-07-24,,critical
BVCL,6.4,e=2008-07-17 00,2008-07-17,,critical
PARSVNATH,6.4,e=2008-09-15 00,2008-09-15,,critical
FCL,6.4,e=2026-09-04 00,2026-09-04,,critical
HBLENGINE,6.4,e=2014-12-18 00,2014-12-18,,critical
PFC,6.4,e=2021-03-19 00,2021-03-19,,critical
ANUP,6.4,e=2025-08-06 00,2025-08-06,,critical
DENORA,6.4,e=2008-03-31 00,2008-03-31,,critical
TPLPLASTEH,6.4,e=2019-09-19 00,2019-09-19,,critical
XPROINDIA,6.4,e=2012-06-28 00,2012-06-28,,critical
EASUNREYRL,6.4,e=2016-09-22 00,2016-09-22,,critical
SAKSOFT,6.4,e=2015-09-02 00,2015-09-02,,critical
CEATLTD,6.4,e=2020-03-19 00,2020-03-19,,critical
BINANICEM,6.4,e=2010-06-16 00,2010-06-16,,critical
ESABINDIA,6.4,e=2006-04-13 00,2006-04-13,,critical
VALUEIND,6.4,e=2010-03-12 00,2010-03-12,,critical
TFCILTD,6.4,e=2012-07-12 00,2012-07-12,,critical
KIRLOSIND,6.4,e=2020-03-23 00,2020-03-23,,critical
BANARISUG,6.4,e=2017-09-14 00,2017-09-14,,critical
KRISHANA,6.4,e=2026-07-03 00,2026-07-03,,critical
ASAHISONG,6.4,e=2016-09-19 00,2016-09-19,,critical
KANORICHEM,6.4,e=2009-07-15 00,2009-07-15,,critical
GUJAPOLLO,6.4,e=2020-09-22 00,2020-09-22,,critical
NIPPOBATRY,6.4,e=2011-07-14 00,2011-07-14,,critical
GNA,6.4,e=2023-09-01 00,2023-09-01,,critical
TTKPRESTIG,6.4,e=2019-05-15 00,2019-05-15,,critical
TRITURBINE,6.4,e=2018-12-27 00,2018-12-27,,critical
EASTSILK,6.4,e=2016-09-20 00,2016-09-20,,critical
DQE,6.4,e=2017-09-20 00,2017-09-20,,critical
GANECOS,6.4,e=2020-09-14 00,2020-09-14,,critical
RKDL,6.4,e=2013-09-19 00,2013-09-19,,critical
SIYSIL,6.4,e=2026-08-21 00,2026-08-21,,critical
DEEPAKNTR,6.4,e=2014-06-20 00,2014-06-20,,critical
